,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.49044,0.13608,0.14808,0.47943,0.27315
1966-01-01,0.62079,0.19357,0.21924,0.5465,0.33851
1971-01-01,0.56725,0.19497,0.22709,0.49148,0.34629
1976-01-01,0.59985,0.19927,0.16985,0.52093,0.29021
1981-01-01,0.5856,0.23955,0.24598,0.65127,0.5512
1986-01-01,0.51298,0.24088,0.3093,0.59319,0.63039
1991-01-01,0.5484,0.283,0.2184,0.68348,0.63648
1996-01-01,0.52533,0.32113,0.19685,0.64654,0.6392
2001-01-01,0.55347,0.32404,0.15957,0.76676,0.6969
2006-01-01,0.50372,0.32428,0.06955,0.73311,0.62322
2011-01-01,0.51499,0.31543,0.13746,0.65217,0.59007
2016-01-01,0.55455,0.33694,0.10174,0.67,0.55412
2021-01-01,0.4106,0.37997,0.11704,0.67225,0.75866
