,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.66006,0.67169,3.13706,6.40763,4.55632
1966-01-01,5.58842,0.97557,4.7647,5.9232,6.07505
1971-01-01,5.98296,0.90623,5.64512,5.78856,6.35695
1976-01-01,5.97568,0.73989,6.28315,5.14844,6.19581
1981-01-01,6.41205,0.80336,6.96135,5.07934,6.432
1986-01-01,5.83484,0.87704,6.0422,4.30079,5.3852
1991-01-01,5.66437,0.94938,4.48282,4.43165,4.19948
1996-01-01,5.29786,0.94993,2.82419,4.10646,2.58272
2001-01-01,4.94013,0.95328,3.31568,3.80426,3.1331
2006-01-01,6.34696,0.92796,2.47427,3.56264,0.61791
2011-01-01,6.82819,0.93958,4.54947,3.18624,1.84711
2016-01-01,7.06972,0.99231,5.88689,2.87871,2.68819
2021-01-01,7.5801,1.06491,6.00054,2.9919,2.47724
