,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.48379,0.13867,0.80212,1.51247,0.96946
1966-01-01,1.6036,0.18596,1.24116,1.52285,1.34638
1971-01-01,1.67912,0.17421,1.48201,1.47163,1.44874
1976-01-01,1.72467,0.13796,1.87278,1.44298,1.72905
1981-01-01,1.84434,0.15461,2.05722,1.47424,1.84173
1986-01-01,1.80089,0.15671,1.87037,1.33628,1.56247
1991-01-01,1.81453,0.1642,1.41771,1.33628,1.10366
1996-01-01,1.78939,0.16244,0.94389,1.37091,0.68786
2001-01-01,1.56675,0.15938,1.07724,1.53814,1.208
2006-01-01,2.20685,0.15812,0.83274,1.644,0.42801
2011-01-01,2.27938,0.14977,1.54495,1.49705,0.91238
2016-01-01,2.38096,0.15515,2.03823,1.63839,1.45081
2021-01-01,2.51472,0.16707,2.02134,1.75905,1.43274
