,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.00817,0.0,0.0,0.00817
1966-01-01,0.0,0.00995,0.0,0.0,0.00995
1971-01-01,0.0,0.00959,0.0,0.0,0.00959
1976-01-01,0.0,0.00486,0.0,0.0,0.00486
1981-01-01,0.0,0.03335,0.0,0.0,0.03335
1986-01-01,0.0,0.0309,0.0,0.0,0.0309
1991-01-01,0.0,0.03073,0.0,0.0,0.03073
1996-01-01,0.0,0.0292,0.0,0.0,0.0292
2001-01-01,0.0,0.02599,0.0,0.0,0.02599
2006-01-01,0.0,0.02427,0.0,0.0,0.02427
2011-01-01,0.0,0.02282,0.0,0.0,0.02282
2016-01-01,0.0,0.02303,0.0,0.0,0.02303
2021-01-01,0.0,0.02471,0.0,0.0,0.02471
