,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.591,0.01027,0.61973,2.3137,0.3527
1966-01-01,4.45502,0.01234,2.4074,2.34276,0.30747
1971-01-01,5.81287,0.0096,2.58689,2.56147,-0.65491
1976-01-01,5.68164,0.00693,4.36818,2.45179,1.14526
1981-01-01,6.67705,0.0069,5.91049,2.42154,1.66187
1986-01-01,6.97083,0.00669,6.83148,2.40896,2.2763
1991-01-01,7.26071,0.00586,6.56736,2.75608,2.06858
1996-01-01,8.00011,0.00545,7.42502,3.10926,2.53962
2001-01-01,6.9965,0.00487,6.73336,3.918,3.65972
2006-01-01,8.50175,0.00436,5.95638,4.5216,1.98058
2011-01-01,7.59384,0.00381,7.19446,3.53756,3.14198
2016-01-01,9.97725,0.00369,11.36812,3.18437,4.57893
2021-01-01,7.90448,0.00378,12.3076,2.87001,7.2769
