,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.49586,0.0306,0.2712,0.40908,0.21502
1966-01-01,0.49709,0.039,0.43824,0.37677,0.35693
1971-01-01,0.35678,0.03105,0.36963,0.29191,0.33582
1976-01-01,0.45402,0.02311,0.64339,0.32893,0.54141
1981-01-01,0.44699,0.02476,0.62063,0.27876,0.47715
1986-01-01,0.47271,0.02431,0.61893,0.27345,0.44398
1991-01-01,0.34373,0.02298,0.43969,0.23822,0.35716
1996-01-01,0.41979,0.02103,0.39882,0.22989,0.22995
2001-01-01,0.37355,0.01853,0.35264,0.27597,0.27359
2006-01-01,0.40266,0.01625,0.27601,0.34644,0.23604
2011-01-01,0.39668,0.01503,0.53117,0.30498,0.45451
2016-01-01,0.36865,0.01472,0.47447,0.238,0.35853
2021-01-01,0.28874,0.01391,0.40267,0.20482,0.33265
