,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.29716,0.15114,2.25927,4.23621,2.34946
1966-01-01,4.4939,0.20369,3.43547,4.23033,3.3756
1971-01-01,4.53744,0.19766,4.07353,3.97991,3.71365
1976-01-01,4.64891,0.1699,4.97846,3.70212,4.20157
1981-01-01,4.98087,0.18608,5.53853,3.59698,4.34071
1986-01-01,4.46451,0.1931,4.80398,3.17749,3.71005
1991-01-01,4.04493,0.22492,3.34621,2.81992,2.34612
1996-01-01,4.12424,0.24148,2.34604,2.87624,1.33952
2001-01-01,3.83488,0.25682,2.71879,2.6603,1.80102
2006-01-01,4.9561,0.27296,2.09227,2.47167,-0.11921
2011-01-01,5.04742,0.26065,3.85246,2.01364,1.07933
2016-01-01,5.22171,0.28028,4.91623,1.93488,1.90968
2021-01-01,5.42071,0.26746,4.82354,1.76382,1.43411
