,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,3e-05,0.00016,8e-05,0.00014,0.00035
1966-01-01,3e-05,0.00022,6e-05,0.00016,0.00042
1971-01-01,3e-05,0.00016,7e-05,0.00018,0.00039
1976-01-01,4e-05,0.00013,0.00011,0.00014,0.00034
1981-01-01,5e-05,0.00013,9e-05,0.00016,0.00033
1986-01-01,8e-05,0.00012,0.00014,0.00024,0.00042
1991-01-01,0.00011,0.00012,0.00023,0.00027,0.0005
1996-01-01,0.00019,0.00011,0.00018,0.00028,0.00038
2001-01-01,1e-04,9e-05,0.00018,0.00014,0.00031
2006-01-01,0.00012,8e-05,0.00012,0.00018,0.00026
2011-01-01,4e-05,8e-05,6e-05,2e-05,0.00013
2016-01-01,1e-04,8e-05,0.00029,1e-05,0.00029
2021-01-01,0.00011,9e-05,0.00053,0.00033,0.00085
