,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.82018,0.70429,3.48176,8.6085,5.97438
1966-01-01,7.11184,1.0542,5.29884,9.10946,8.35066
1971-01-01,7.55259,1.02433,6.11582,8.68704,8.27459
1976-01-01,7.56451,0.85696,7.56957,8.95639,9.81841
1981-01-01,8.0847,0.92417,8.6477,9.42208,10.90925
1986-01-01,7.87878,0.97136,7.95896,8.98188,10.03342
1991-01-01,7.80174,1.04959,6.00283,9.16017,8.41086
1996-01-01,7.64095,1.05471,3.98833,9.28883,6.69092
2001-01-01,6.88638,1.06283,4.47868,10.49865,9.15377
2006-01-01,9.49509,1.06298,3.50987,11.1996,6.27737
2011-01-01,9.78874,1.04214,6.58193,11.2744,9.10972
2016-01-01,9.94642,1.09811,8.41715,12.20184,11.77069
2021-01-01,10.84976,1.20386,8.83714,13.02151,12.21275
