,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.10791,0.04714,0.50853,1.85004,0.29779
1966-01-01,3.64344,0.05677,1.97745,1.8833,0.27409
1971-01-01,4.73421,0.04454,2.10778,2.04966,-0.53222
1976-01-01,4.55643,0.03244,3.5294,1.93702,0.94242
1981-01-01,5.35091,0.03198,4.81421,1.81101,1.30629
1986-01-01,5.6258,0.03115,5.5714,1.75528,1.73203
1991-01-01,5.86871,0.02741,5.36824,1.96794,1.49488
1996-01-01,6.41497,0.02559,6.0737,2.26824,1.95256
2001-01-01,5.64625,0.02275,5.45602,2.84975,2.68227
2006-01-01,6.89379,0.02049,4.86085,3.34434,1.33189
2011-01-01,5.92398,0.01812,5.62077,2.55952,2.27444
2016-01-01,8.19727,0.0183,9.28422,2.47888,3.58413
2021-01-01,6.83074,0.0184,10.64522,2.3679,6.20078
