,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.67866,1.10367,3.0378,7.39597,5.85878
1966-01-01,5.97,1.52223,4.54688,7.58079,7.6799
1971-01-01,6.46041,1.3645,5.46005,6.63957,7.00371
1976-01-01,6.32305,1.03932,6.54598,5.94906,7.21131
1981-01-01,6.84672,1.11339,7.4613,6.13538,7.86335
1986-01-01,6.41168,1.11787,6.33316,5.66873,6.70808
1991-01-01,6.5022,1.13219,4.85824,5.74022,5.22844
1996-01-01,6.48213,1.10078,3.33994,6.23283,4.19143
2001-01-01,5.42842,1.03588,3.59058,5.951,5.14905
2006-01-01,7.86253,1.02126,2.82772,5.75224,1.73868
2011-01-01,8.34475,1.00917,5.33851,4.61042,2.61336
2016-01-01,8.54231,1.00469,7.09783,4.86611,4.42633
2021-01-01,8.56462,1.10135,6.71898,4.87681,4.13251
