,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0108,0.00518,0.00273,0.00995,0.00707
1966-01-01,0.01677,0.00724,0.00572,0.01428,0.01046
1971-01-01,0.02163,0.00573,0.00866,0.01685,0.00961
1976-01-01,0.02112,0.00472,0.00778,0.01686,0.00824
1981-01-01,0.02325,0.00523,0.0094,0.01901,0.01039
1986-01-01,0.0216,0.00488,0.01413,0.01822,0.01563
1991-01-01,0.02446,0.00489,0.00961,0.02082,0.01085
1996-01-01,0.02791,0.00523,0.00936,0.02315,0.00983
2001-01-01,0.02301,0.00482,0.01027,0.02092,0.013
2006-01-01,0.0146,0.00442,0.00394,0.01291,0.00667
2011-01-01,0.01114,0.00406,0.00553,0.00793,0.00638
2016-01-01,0.01009,0.00417,0.00434,0.00742,0.00584
2021-01-01,0.02444,0.00452,0.00802,0.02245,0.01054
