,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.30667,0.09559,0.924,1.29455,1.00748
1966-01-01,1.3043,0.12565,1.4906,1.19256,1.50452
1971-01-01,1.36724,0.10755,1.99976,1.21783,1.95791
1976-01-01,1.46387,0.08385,2.53346,1.12004,2.27348
1981-01-01,1.5546,0.08874,2.01131,1.04079,1.58624
1986-01-01,1.37535,0.09751,1.65555,0.88298,1.26069
1991-01-01,1.29805,0.10179,1.23883,0.90884,0.95141
1996-01-01,1.16608,0.10427,0.75274,0.85929,0.55021
2001-01-01,1.00585,0.09379,0.81709,0.74562,0.65065
2006-01-01,1.14917,0.09421,0.59133,0.65505,0.19142
2011-01-01,1.1039,0.08269,1.0281,0.51019,0.51708
2016-01-01,1.02701,0.08649,1.22585,0.46962,0.75495
2021-01-01,0.99502,0.09477,1.16785,0.41789,0.68548
