,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.03042,0.02938,0.01849,0.02722,0.04466
1966-01-01,0.03196,0.03857,0.03397,0.02632,0.06691
1971-01-01,0.02772,0.03362,0.03437,0.02474,0.06501
1976-01-01,0.03048,0.02564,0.05487,0.02583,0.07586
1981-01-01,0.03138,0.02735,0.04027,0.02288,0.05913
1986-01-01,0.031,0.02683,0.03266,0.02257,0.05106
1991-01-01,0.02477,0.02556,0.02153,0.02156,0.04388
1996-01-01,0.02171,0.02377,0.01325,0.01972,0.03503
2001-01-01,0.01941,0.02129,0.01508,0.0171,0.03406
2006-01-01,0.02297,0.01959,0.01186,0.0169,0.02538
2011-01-01,0.02268,0.01783,0.02147,0.01438,0.031
2016-01-01,0.02018,0.01774,0.02455,0.0153,0.03741
2021-01-01,0.01584,0.01731,0.01999,0.01453,0.03598
