,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.11422,0.01453,0.02886,0.10529,0.03445
1966-01-01,0.17743,0.01978,0.06052,0.15105,0.05391
1971-01-01,0.16034,0.02016,0.05703,0.1316,0.04845
1976-01-01,0.16522,0.0175,0.05446,0.13998,0.0467
1981-01-01,0.18047,0.02068,0.06852,0.16425,0.07297
1986-01-01,0.16166,0.02,0.09668,0.15406,0.10908
1991-01-01,0.18002,0.01929,0.0671,0.17365,0.08003
1996-01-01,0.20248,0.01986,0.06444,0.19488,0.0767
2001-01-01,0.17416,0.01862,0.07058,0.17632,0.09136
2006-01-01,0.12361,0.01736,0.02726,0.13133,0.05234
2011-01-01,0.10527,0.01552,0.0391,0.10037,0.04972
2016-01-01,0.10222,0.01651,0.03177,0.09918,0.04525
2021-01-01,0.06953,0.02117,0.02187,0.07548,0.049
