,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.10637,0.00241,0.02942,0.083,0.00846
1966-01-01,0.15696,0.00428,0.0685,0.11514,0.03095
1971-01-01,0.13427,0.00818,0.06179,0.07811,0.01381
1976-01-01,0.17976,0.0073,0.06834,0.10849,0.00437
1981-01-01,0.22613,0.00877,0.10481,0.13738,0.02483
1986-01-01,0.1973,0.00842,0.13823,0.11476,0.06411
1991-01-01,0.24392,0.00839,0.10134,0.15484,0.02065
1996-01-01,0.27803,0.00866,0.10008,0.17705,0.00776
2001-01-01,0.26494,0.00795,0.09227,0.2002,0.03548
2006-01-01,0.28068,0.00717,0.03877,0.21702,-0.01773
2011-01-01,0.27129,0.00629,0.0652,0.17017,-0.02963
2016-01-01,0.27293,0.00608,0.05177,0.17181,-0.04327
2021-01-01,0.19469,0.00609,0.05767,0.15626,0.02533
