,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,3.88676,1.7812,2.02123,4.30685,4.22252
1966-01-01,4.03507,3.45188,3.04121,3.89042,6.34844
1971-01-01,3.69525,7.56017,3.19146,3.21877,10.27514
1976-01-01,3.49338,7.05481,3.56755,2.64045,9.76943
1981-01-01,3.43892,8.64183,3.74129,2.313,11.2572
1986-01-01,3.32735,9.61163,3.41499,2.18327,11.88254
1991-01-01,3.01739,10.89314,2.36594,2.27632,12.51801
1996-01-01,2.9127,11.6192,1.5771,2.08561,12.36921
2001-01-01,2.32848,12.48475,1.59709,2.25588,14.00923
2006-01-01,2.92493,13.13536,1.12786,1.48919,12.82749
2011-01-01,3.01272,13.57501,2.10424,1.23306,13.89959
2016-01-01,2.80767,14.4214,2.48044,1.00203,15.0962
2021-01-01,3.70385,14.91923,3.02799,1.19663,15.44
