,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.05569,0.01032,0.03057,0.04492,0.03012
1966-01-01,0.07226,0.01346,0.06804,0.04821,0.05745
1971-01-01,0.07723,0.01117,0.08463,0.04917,0.06774
1976-01-01,0.08998,0.00868,0.12896,0.05674,0.1044
1981-01-01,0.08927,0.00864,0.12368,0.04637,0.08942
1986-01-01,0.09154,0.00791,0.1045,0.04587,0.06673
1991-01-01,0.09174,0.00801,0.08644,0.04858,0.05129
1996-01-01,0.09306,0.00793,0.07919,0.05822,0.05228
2001-01-01,0.08891,0.00721,0.08403,0.05893,0.06127
2006-01-01,0.10194,0.0069,0.07128,0.06644,0.04268
2011-01-01,0.099,0.00582,0.10923,0.05577,0.07182
2016-01-01,0.10345,0.00638,0.13732,0.06047,0.10073
2021-01-01,0.0843,0.00638,0.14058,0.05517,0.11782
