,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.67053,0.83327,5.99906,4.41614,6.57793
1966-01-01,5.30614,1.10644,8.44603,4.50312,8.74946
1971-01-01,4.50939,0.99806,8.09315,4.02973,8.61154
1976-01-01,5.3255,0.81704,7.54692,4.03257,7.07103
1981-01-01,4.84079,0.89572,7.58139,4.20365,7.83998
1986-01-01,4.67563,0.91493,7.26944,4.26527,7.77401
1991-01-01,4.20694,0.92438,7.72259,4.29761,8.73765
1996-01-01,5.35574,0.91366,8.2107,4.52382,8.29244
2001-01-01,4.26404,0.91863,8.56453,4.53419,9.75332
2006-01-01,4.8513,0.87967,7.38611,4.91267,8.32715
2011-01-01,5.2291,0.85682,7.06442,3.68231,6.37447
2016-01-01,5.05239,0.90265,16.83439,3.44051,16.12517
2021-01-01,5.05989,0.54975,17.98135,3.73268,17.20389
