,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.00299,0.00791,0.00198,0.00198,0.00888
1966-01-01,0.00343,0.0098,0.00396,0.00216,0.01249
1971-01-01,0.00321,0.00827,0.00492,0.00212,0.0121
1976-01-01,0.00405,0.00591,0.00694,0.0026,0.01141
1981-01-01,0.00406,0.00557,0.00663,0.00221,0.01035
1986-01-01,0.00407,0.00541,0.0054,0.00203,0.00878
1991-01-01,0.00409,0.00517,0.00398,0.00213,0.0072
1996-01-01,0.00404,0.00489,0.00285,0.00233,0.00603
2001-01-01,0.00399,0.00443,0.0034,0.00254,0.00638
2006-01-01,0.00468,0.004,0.00285,0.0029,0.00507
2011-01-01,0.00462,0.00353,0.00546,0.00258,0.00695
2016-01-01,0.00401,0.00348,0.00609,0.00269,0.00824
2021-01-01,0.00361,0.00351,0.00558,0.00232,0.00779
