,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,8.07915,0.42729,3.93277,10.56932,6.85023
1966-01-01,8.22498,0.57425,5.95987,11.24935,9.55849
1971-01-01,9.159,0.51534,7.14481,11.10309,9.60423
1976-01-01,9.15452,0.40441,8.91299,10.91649,11.07937
1981-01-01,10.02221,0.41425,10.52715,11.33397,12.25316
1986-01-01,10.02766,0.41031,10.18434,10.85018,11.41717
1991-01-01,10.6987,0.41116,7.91764,11.40758,9.03767
1996-01-01,10.50286,0.39903,5.26613,11.86122,7.02352
2001-01-01,9.49727,0.36421,5.97879,14.84402,11.68975
2006-01-01,13.43772,0.35308,4.66298,16.16669,7.74502
2011-01-01,14.18088,0.31718,8.91827,14.21553,9.27011
2016-01-01,14.91652,0.3241,11.95154,16.84084,14.19996
2021-01-01,16.22981,0.33697,12.28525,19.42796,15.82037
