,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.02502,0.0,0.01897,0.03879,0.03274
1966-01-01,0.02334,0.0,0.02968,0.03177,0.0381
1971-01-01,0.01858,0.0,0.0279,0.02487,0.03419
1976-01-01,0.01704,0.0,0.01928,0.02124,0.02348
1981-01-01,0.01699,0.0,0.01603,0.02218,0.02122
1986-01-01,0.00377,0.0,0.00852,0.00536,0.01011
1991-01-01,0.00975,0.0,0.01334,0.01276,0.01636
1996-01-01,0.01573,0.0,0.02224,0.01977,0.02629
2001-01-01,0.01271,0.0,0.02047,0.017,0.02476
2006-01-01,0.00794,0.0,0.00832,0.01065,0.01104
2011-01-01,0.01035,0.0,0.01344,0.00845,0.01154
2016-01-01,0.00558,0.0,0.0286,0.00561,0.02863
2021-01-01,0.00323,0.0,0.01312,0.0056,0.01549
