basin,area_km2,Temperate-or-sub-polar-needleleaf-forest,Sub-polar-taiga-needleleaf-forest,Tropical-or-sub-tropical-broadleaf-evergreen-forest,Tropical-or-sub-tropical-broadleaf-deciduous-forest,Temperate-or-sub-polar-broadleaf-deciduous-forest,Mixed-Forest,Tropical-or-sub-tropical-shrubland,Temperate-or-sub-polar-shrubland,Tropical-or-sub-tropical-grassland,Temperate-or-sub-polar-grassland,Sub-polar-or-polar-shrubland-lichen-moss,Sub-polar-or-polar-grassland-lichen-moss,Sub-polar-or-polar-barren-lichen-moss,Wetland,Cropland,Barren-Lands,Urban-and-Built-up,Water,Snow-and-Ice,BD,CLAY,GRAV,OC,SAND,SILT,mean_elev,mean_slope,std_elev,std_slope
024,6.172191882104319,0.000729181857955374,0.0,0.0,0.0,0.34825725535948665,0.0770016042000875,0.0,0.00393758203295902,0.0,0.00029167274318214965,0.0,0.0,0.0,0.0,0.4423217150357299,0.0,0.1274609887705994,0.0,0.0,159.65,16.75,30.25,29.7,35.8,46.75,278.91718426501035,2.4261813373391674,57.710397988265306,1.4669784826838035
023,2.6406101009847736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008174386920980926,0.0,0.0,0.0,0.0,0.006471389645776567,0.0,0.9853542234332425,0.0,0.0,157.5,28.75,2.75,25.75,30.0,36.25,208.8484107579462,0.761091595902711,3.6739356414860587,0.5200024248661829
015,10.610129981907342,0.005598439223004496,0.0,0.0,0.0,0.14818898973619477,0.011875477139706506,0.0,0.0,0.0,0.012893375180252778,0.0,0.0,0.0,0.01145135295614556,0.6283823903638985,0.0,0.17109169564848586,0.010518279752311477,0.0,170.56944444444446,36.69444444444444,5.527777777777778,39.541666666666664,22.166666666666668,41.138888888888886,184.75258988421695,0.7938637540044035,7.536365280496142,0.5995080389348982
012,124.64914084186086,5.054370586451399e-05,0.0,0.0,0.0,0.030398428812800554,0.0005704218233280864,0.0,0.00011552847054746054,0.0,0.012274899995667683,0.0,0.0,0.0,0.005935275174375785,0.6676390312937744,0.009603304114257657,0.26692853119990756,0.006484035409476223,0.0,191.23863636363637,44.67171717171717,4.914141414141414,41.49747474747475,17.227272727272727,37.95075757575758,190.3308228011349,0.5280089852469066,6.03577774766062,0.605739601366842
046,135.40366653425787,4.652708541043536e-05,0.0,0.0,0.0,0.042884679295446995,0.0002791625124626122,0.0,0.0,0.0,0.001794616151545364,0.0,0.0,0.0,0.011100033233632437,0.8645862412761715,0.010335659687603855,0.06648720505151214,0.0024858757062146894,0.0,180.51179245283018,34.014150943396224,7.147405660377358,68.07665094339623,28.609669811320753,36.803066037735846,219.8998234143082,0.7381681342972057,23.316553313955826,0.6340720797774158
041,295.9457069959637,0.0,0.0,0.0,0.0,0.06278509652227858,0.00035580045980367113,0.0,0.00012164118283886193,0.0,0.003992871826685643,0.0,0.0,0.0,0.025708863992993467,0.8209137685654855,0.003995912856256614,0.07583719544088846,0.006288849152769162,0.0,187.83664459161147,41.409492273730685,6.913907284768212,40.019315673289185,20.718543046357617,37.47240618101545,201.94813667306684,0.6712384972561052,17.34117371047893,0.5919204667673319
048,71.4401848566417,0.0010834236186348862,0.0,0.0,0.0,0.10476454433218273,0.005719468870467888,0.0,0.0,0.0,0.0043084985764317565,0.0,0.0,0.0,0.0033510544483358108,0.6570586308548968,0.029920129002998314,0.18807478142558393,0.005719468870467888,0.0,169.56026785714286,30.729910714285715,9.712053571428571,29.439732142857142,29.203125,38.888392857142854,207.14465238224392,0.8147705926953663,15.282638559272755,0.7439019749416215
077,11.704511105286784,0.0,0.0,0.0,0.0,0.000922722029988466,0.00030757400999615535,0.0,0.0,0.0,0.001384083044982699,0.0,0.0,0.0,0.0015378700499807767,0.0,0.0,0.995847750865052,0.0,0.0,165.93055555555554,15.680555555555555,30.13888888888889,20.055555555555557,51.416666666666664,33.333333333333336,239.17377049180328,1.4269729900351964,21.552334842181526,1.0773820175460238
070,85.29213721534933,0.0,0.0,0.0,0.0,0.02734956158399544,0.0002743397381110654,0.0,0.0,0.0,0.0067846327540544244,0.0,0.0,0.0,0.0238570056872738,0.8365673767845272,0.012714591708608992,0.08993067645848501,0.0025218152849440243,0.0,191.2336956521739,44.494565217391305,5.3351449275362315,41.6213768115942,17.702898550724637,37.63405797101449,182.74201085318057,0.589999273522143,5.855420041397771,0.9517301115995995
013,647.6177459229366,0.0036492749393756212,0.0,0.0,0.0,0.42696516790694766,0.05324244887749359,0.0,0.0010450322750991878,0.0,0.010746322584231407,0.0,0.0,0.0,0.015202996129767438,0.10211855279705946,0.0016314732592638914,0.3782836178683843,0.0071151133623774485,0.0,177.86094527363184,30.730845771144278,9.348756218905473,28.552985074626864,28.740298507462686,40.38756218905473,327.9413508110635,2.1729532131498575,46.020161917904964,1.7082435269048388
