,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.03821,0.0,0.0508,0.04526,0.05785
1966-01-01,0.03495,0.0,0.06171,0.03591,0.06267
1971-01-01,0.02752,0.0,0.0571,0.0321,0.06168
1976-01-01,0.02949,0.0,0.0712,0.03113,0.07284
1981-01-01,0.02658,0.0,0.04989,0.03216,0.05547
1986-01-01,0.02197,0.0,0.04956,0.03634,0.06393
1991-01-01,0.02152,0.0,0.05601,0.03803,0.07252
1996-01-01,0.02404,0.0,0.05508,0.03818,0.06922
2001-01-01,0.02405,0.0,0.05733,0.035,0.06828
2006-01-01,0.02137,0.0,0.04593,0.03092,0.05548
2011-01-01,0.0204,0.0,0.04109,0.027,0.04769
2016-01-01,0.01847,0.0,0.097,0.0241,0.10263
2021-01-01,0.016,0.0,0.09442,0.02299,0.10141
