,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.50122,0.06306,3.44736,5.3995,2.4087
1966-01-01,7.42906,0.08514,5.28811,5.13282,3.07701
1971-01-01,7.73488,0.07635,6.52995,5.42792,4.29933
1976-01-01,7.79099,0.05983,8.28911,5.1752,5.73315
1981-01-01,8.80678,0.06272,9.76891,5.2341,6.25895
1986-01-01,9.20142,0.06153,9.36356,4.58064,4.80432
1991-01-01,9.37688,0.06027,7.22473,4.44754,2.35565
1996-01-01,9.39024,0.05657,4.82975,4.42926,-0.07466
2001-01-01,7.89777,0.05323,5.76463,5.06931,2.9894
2006-01-01,12.30356,0.05009,4.41665,5.53628,-2.30053
2011-01-01,12.91984,0.04509,8.41086,4.93927,0.47537
2016-01-01,13.64438,0.04553,11.19102,5.53472,3.12688
2021-01-01,13.58528,0.05646,10.50207,6.15846,3.13172
