"STAID"	"SiteIndex"	"DRAIN_SQKM"	"HUC02"	"LAT_GAGE"	"LNG_GAGE"	"STATE"	"BOUND_SOURCE"	"CLASS"	"AGGECOREGION"	"HYDRO_DISTURB_INDX"	"nobs_TP_2019"	"nobs_TP_2012"	"mean_TP_2019"	"mean_TP_2012"	"nobs_Q"	"nobs_Q_2012"	"nobs_Q_pct"	"nobs_Q_2012_pct"
"06882000"	5147	11512.5	"10L"	40.044686	-96.587333	"NE"	1	"Non-ref"	"WestPlains"	21	131	131	0.6366	0.6366	14610	12054	100	100
"06883000"	5149	2573.6	"10L"	40.332417	-98.067003	"NE"	1	"Non-ref"	"WestPlains"	19	103	103	0.3669	0.3669	14610	12054	100	100
"06884025"	5152	7172	"10L"	39.980331	-97.004689	"KS"	1	"Non-ref"	"WestPlains"	21	122	122	0.4329	0.4329	14610	12054	100	100
"06887000"	5156	24991.8	"10L"	39.237135	-96.571431	"KS"	1	"Non-ref"	"WestPlains"	21	89	86	0.1765	0.17	14610	12054	100	100
"06893500"	5180	477	"10L"	38.957003	-94.5589	"MO"	1	"Non-ref"	"CntlPlains"	28	77	75	1.0458	1.0504	14610	12054	100	100
"06893557"	5181	33.9	"10L"	39.033083	-94.605389	"MO"	1	"Non-ref"	"CntlPlains"	25	82	81	0.2428	0.2451	7804	5248	53.42	43.54
"06894000"	5190	480.4	"10L"	39.100561	-94.300504	"MO"	1	"Non-ref"	"CntlPlains"	29	111	43	0.271	0.3488	14610	12054	100	100
"06902000"	5206	17944.1	"10L"	39.640033	-93.273686	"MO"	1	"Non-ref"	"CntlPlains"	16	378	304	0.2528	0.2417	14610	12054	100	100
"06905500"	5213	4899.5	"10L"	39.539942	-92.79075	"MO"	1	"Non-ref"	"CntlPlains"	18	208	174	0.212	0.2114	14610	12054	100	100
"06906300"	5217	565	"10L"	39.454914	-92.568497	"MO"	1	"Non-ref"	"CntlPlains"	22	172	138	0.0877	0.0866	11598	11598	79.38	96.22
"06918070"	5250	14338.5	"10L"	38.055861	-94.145417	"MO"	1	"Non-ref"	"CntlPlains"	24	207	170	0.1724	0.1608	9900	9900	67.76	82.13
"07031692"	5362	79	"08"	35.16937	-89.866125	"TN"	4	"Non-ref"	"SEPlains"	23	81	81	0.3596	0.3596	8562	6030	58.6	50.02
"07047800"	5378	2496.1	"08"	35.273056	-90.559167	"AR"	3	"Non-ref"	"SECstPlain"	23	85	85	0.2901	0.2901	8870	8870	60.71	73.59
"07047942"	5381	1390.7	"08"	35.144534	-90.878449	"AR"	1	"Non-ref"	"SECstPlain"	26	162	136	0.2344	0.2316	14577	12021	99.77	99.73
"07048600"	5387	1033	"11"	36.073134	-94.081313	"AR"	1	"Non-ref"	"EastHghlnds"	13	115	86	0.1493	0.1408	13358	10807	91.43	89.65
"07049000"	5390	690.2	"11"	36.200075	-93.855195	"AR"	4	"Ref"	"EastHghlnds"	12	108	93	0.0987	0.0908	7759	5206	53.11	43.19
"07050500"	5392	1367.2	"11"	36.425992	-93.623192	"AR"	4	"Non-ref"	"EastHghlnds"	13	193	193	0.11	0.11	9884	7328	67.65	60.79
"07077555"	5458	2995.5	"08"	35.035369	-91.322072	"AR"	4	"Non-ref"	"SECstPlain"	19	79	79	0.2103	0.2103	11907	9359	81.5	77.64
"07097000"	5479	10246.7	"11"	38.388334	-105.016096	"CO"	1	"Non-ref"	"WestMnts"	20	116	114	0.0823	0.0823	10134	10134	69.36	84.07
"07103700"	5488	264.2	"11"	38.854714	-104.878031	"CO"	1	"Non-ref"	"WestMnts"	24	96	69	0.2425	0.2167	14610	12054	100	100
"07103970"	5495	466	"11"	38.933882	-104.817199	"CO"	1	"Non-ref"	"WestMnts"	29	158	92	0.5132	0.4971	8492	5936	58.12	49.25
"07104000"	5498	529.2	"11"	38.917771	-104.818588	"CO"	1	"Non-ref"	"WestMnts"	30	108	25	0.3428	0.238	14610	12054	100	100
"07105500"	5503	1017.9	"11"	38.816382	-104.822752	"CO"	1	"Non-ref"	"WestMnts"	29	185	105	0.3471	0.2937	14610	12054	100	100
"07105530"	5504	1072	"11"	38.803049	-104.795807	"CO"	1	"Non-ref"	"WestMnts"	32	187	94	0.7603	0.9211	11023	8467	75.45	70.24
"07105800"	5506	1316.8	"11"	38.72944	-104.733861	"CO"	1	"Non-ref"	"WestMnts"	33	169	85	0.7128	0.8474	14610	12054	100	100
"07106000"	5510	1768.5	"11"	38.601665	-104.67025	"CO"	1	"Non-ref"	"WestPlains"	29	143	60	0.615	0.6952	12601	10045	86.25	83.33
"07106300"	5511	2194.8	"11"	38.439722	-104.593583	"CO"	1	"Non-ref"	"WestPlains"	27	160	78	0.7076	0.7996	14603	12047	99.95	99.94
"07106500"	5512	2404.4	"11"	38.28778	-104.601085	"CO"	1	"Non-ref"	"WestPlains"	24	176	93	0.6011	0.6761	14610	12054	100	100
"07143672"	5553	2003.4	"11"	38.028622	-97.540597	"KS"	1	"Non-ref"	"WestPlains"	15	175	126	0.6154	0.596	8911	6355	60.99	52.72
"07144100"	5554	3200.4	"11"	37.883067	-97.424486	"KS"	1	"Non-ref"	"WestPlains"	21	308	144	0.6809	0.699	9588	7032	65.63	58.34
"07144780"	5558	2078.9	"11"	37.862607	-98.013853	"KS"	1	"Ref"	"WestPlains"	12	193	158	0.2911	0.2781	14605	12049	99.97	99.96
"07144795"	5559	2575.9	"11"	37.721401	-97.794496	"KS"	1	"Non-ref"	"WestPlains"	17	98	98	0.109	0.109	12849	11847	87.95	98.28
"07183500"	5635	12544.2	"11"	37.340059	-95.109969	"KS"	1	"Non-ref"	"WestPlains"	20	89	89	0.1338	0.1338	14610	12054	100	100
"07187000"	5646	1110.4	"11"	37.023156	-94.516567	"MO"	3	"Non-ref"	"EastHghlnds"	15	147	67	0.1386	0.1282	14610	12054	100	100
"07189000"	5651	2200.7	"11"	36.631461	-94.586889	"MO"	4	"Non-ref"	"EastHghlnds"	21	248	227	0.0707	0.0728	14610	12054	100	100
"07189540"	5653	20.9	"11"	36.547297	-94.618	"OK"	1	"Non-ref"	"EastHghlnds"	18	139	139	0.1219	0.1219	8152	5596	55.8	46.42
"07194800"	5665	433.9	"11"	36.103136	-94.344655	"AR"	1	"Non-ref"	"EastHghlnds"	23	247	223	0.0826	0.0848	7866	5311	53.84	44.06
"07195000"	5666	335.6	"11"	36.222069	-94.286581	"AR"	1	"Non-ref"	"EastHghlnds"	23	283	252	0.6337	0.7019	8938	6382	61.18	52.95
"07195400"	5667	1316.4	"11"	36.14472	-94.49472	"AR"	1	"Non-ref"	"EastHghlnds"	25	116	116	0.2558	0.2558	7401	4845	50.66	40.19
"07195430"	5668	1469.5	"11"	36.108611	-94.533333	"AR"	1	"Non-ref"	"EastHghlnds"	23	169	144	0.2207	0.2456	8937	6381	61.17	52.94
"07195500"	5669	1630	"11"	36.130082	-94.572164	"OK"	1	"Non-ref"	"EastHghlnds"	23	292	216	0.1844	0.1906	14610	12054	100	100
"07195865"	5672	49.6	"11"	36.201748	-94.605221	"OK"	1	"Non-ref"	"EastHghlnds"	22	180	138	0.7056	0.8389	8510	5954	58.25	49.39
"07196000"	5673	298.9	"11"	36.186473	-94.706891	"OK"	1	"Non-ref"	"EastHghlnds"	26	257	179	0.1542	0.1697	13879	11323	95	93.94
"07196500"	5674	2454.3	"11"	35.922869	-94.923566	"OK"	4	"Non-ref"	"EastHghlnds"	22	279	217	0.1132	0.1161	14610	12054	100	100
"07196900"	5675	106.4	"11"	35.880082	-94.486606	"AR"	1	"Ref"	"EastHghlnds"	10	210	195	0.0926	0.0962	14501	11946	99.25	99.1
"07197000"	5676	808.4	"11"	35.9212	-94.838563	"OK"	4	"Ref"	"EastHghlnds"	11	148	108	0.0799	0.0827	14610	12054	100	100
"07227500"	5702	49264.4	"11"	35.470326	-101.879628	"TX"	1	"Non-ref"	"WestPlains"	15	118	91	0.3009	0.3078	14271	11729	97.68	97.3
"07237500"	5718	30775	"11"	36.436703	-99.278438	"OK"	1	"Non-ref"	"WestPlains"	18	86	86	0.3445	0.3445	14608	12052	99.99	99.98
"07241550"	5727	35653.8	"11"	35.500341	-97.193919	"OK"	1	"Non-ref"	"WestPlains"	19	340	142	1.2355	1.1378	14610	12054	100	100
"07242000"	5729	37665.9	"11"	35.265645	-96.206117	"OK"	1	"Non-ref"	"WestPlains"	17	87	87	0.7353	0.7353	14610	12054	100	100
"07247000"	5735	525.4	"11"	34.918989	-94.298825	"AR"	1	"Non-ref"	"EastHghlnds"	18	111	79	0.0892	0.0949	14537	11981	99.5	99.39
"07247015"	5736	694.4	"11"	34.879824	-94.484111	"OK"	1	"Non-ref"	"EastHghlnds"	18	231	158	0.1235	0.118	10089	7560	69.06	62.72
"07277700"	5779	315.4	"08"	34.631944	-89.924444	"MS"	1	"Non-ref"	"SEPlains"	13	190	190	0.121	0.121	9001	9001	61.61	74.67
"07288650"	5796	1301.3	"08"	33.396667	-90.847778	"MS"	4	"Non-ref"	"SECstPlain"	21	394	228	0.277	0.2621	8088	5572	55.36	46.23
"07288955"	5798	34855.9	"08"	32.44417	-90.91417	"MS"	1	"Non-ref"	"SECstPlain"	24	429	313	0.2549	0.252	8780	6266	60.1	51.98
"07290000"	5802	7123.9	"08"	32.347778	-90.696944	"MS"	1	"Non-ref"	"SEPlains"	14	88	88	0.2037	0.2037	14610	12054	100	100
"07301110"	5818	5116.6	"11"	34.478965	-99.38231	"OK"	1	"Non-ref"	"WestPlains"	17	70	70	0.123	0.123	14520	11985	99.38	99.43
"07311800"	5842	1438.1	"11"	33.644257	-99.800925	"TX"	1	"Non-ref"	"WestPlains"	5	76	76	0.0872	0.0872	11749	9883	80.42	81.99
"07331000"	5880	18574	"11"	34.233427	-96.975845	"OK"	1	"Non-ref"	"WestPlains"	20	202	202	0.2165	0.2165	14610	12054	100	100
"07340000"	5901	6942.8	"11"	33.918883	-94.387258	"AR"	1	"Non-ref"	"EastHghlnds"	20	136	136	0.0703	0.0703	14610	12054	100	100
"07342500"	5908	1356.4	"11"	33.356499	-95.594956	"TX"	1	"Non-ref"	"WestPlains"	20	80	80	0.2474	0.2474	14416	11860	98.67	98.39
"07343200"	5910	3609.6	"11"	33.390668	-95.062441	"TX"	1	"Non-ref"	"WestPlains"	18	78	78	0.1364	0.1364	14541	11996	99.53	99.52
"07346070"	5922	1808.6	"11"	32.71292	-94.346027	"TX"	3	"Non-ref"	"SEPlains"	17	70	70	0.0886	0.0886	13965	11503	95.59	95.43
"07364133"	5964	1049.6	"08"	33.866389	-91.656111	"AR"	3	"Non-ref"	"SECstPlain"	27	154	88	0.2171	0.2093	11615	9079	79.5	75.32
"07364150"	5965	1416.1	"08"	33.627778	-91.445833	"AR"	6	"Non-ref"	"SEPlains"	20	129	100	0.2226	0.2151	11323	8767	77.5	72.73
"07369500"	5976	721	"08"	32.432087	-91.366781	"LA"	4	"Non-ref"	"SECstPlain"	15	131	131	0.2937	0.2937	14605	12053	99.97	99.99
"07385700"	6004	181.1	"08"	30.071035	-91.829284	"LA"	4	"Non-ref"	"SECstPlain"	19	71	71	0.2631	0.2631	14587	12051	99.84	99.98
"08022040"	6029	9301.9	"12"	32.327379	-94.35353	"TX"	1	"Non-ref"	"SEPlains"	25	72	72	0.1519	0.1519	14610	12054	100	100
"08033500"	6050	9406.1	"12"	31.025	-94.399444	"TX"	1	"Non-ref"	"SEPlains"	19	70	70	0.0813	0.0813	14610	12054	100	100
"08048543"	6075	6922.9	"12"	32.751797	-97.28946	"TX"	4	"Non-ref"	"WestPlains"	23	87	87	0.1043	0.1043	14598	12043	99.92	99.91
"08049500"	6077	7908.3	"12"	32.798741	-97.02973	"TX"	1	"Non-ref"	"WestPlains"	23	88	88	1.8799	1.8799	14610	12054	100	100
"08051500"	6087	763.4	"12"	33.336227	-97.179459	"TX"	4	"Non-ref"	"WestPlains"	21	87	87	0.1056	0.1056	12690	10354	86.86	85.9
"08057200"	6098	173	"12"	32.889292	-96.756666	"TX"	4	"Non-ref"	"WestPlains"	27	339	182	0.2438	0.2374	11871	9316	81.25	77.29
"08057410"	6099	16226.8	"12"	32.707631	-96.735832	"TX"	4	"Non-ref"	"WestPlains"	30	422	296	1.175	1.3083	13514	10958	92.5	90.91
"08062500"	6113	21047.8	"12"	32.42653	-96.463042	"TX"	4	"Non-ref"	"WestPlains"	29	91	91	2.1005	2.1005	14609	12054	99.99	100
"08062700"	6114	22086.1	"12"	32.134875	-96.105804	"TX"	1	"Non-ref"	"WestPlains"	28	94	94	1.6888	1.6888	14610	12054	100	100
"08064100"	6122	2135.6	"12"	32.198482	-96.520264	"TX"	4	"Non-ref"	"WestPlains"	25	107	107	0.0858	0.0858	12439	9956	85.14	82.59
"08065350"	6128	35967.2	"12"	31.338513	-95.656341	"TX"	4	"Non-ref"	"WestPlains"	28	75	75	0.9512	0.9512	14610	12054	100	100
"08066500"	6136	44412.1	"12"	30.425207	-94.850762	"TX"	4	"Non-ref"	"WestPlains"	26	127	127	0.1539	0.1539	14610	12054	100	100
"08068000"	6140	2147.3	"12"	30.244657	-95.457162	"TX"	1	"Non-ref"	"SEPlains"	22	107	107	0.4162	0.4162	14610	12054	100	100
"08068090"	6141	2538.5	"12"	30.086051	-95.299935	"TX"	1	"Non-ref"	"SEPlains"	21	81	81	0.3128	0.3128	10836	8280	74.17	68.69
"08068500"	6147	1046.3	"12"	30.110495	-95.436327	"TX"	1	"Non-ref"	"SEPlains"	25	159	81	0.8712	0.8843	14610	12054	100	100
"08069000"	6153	726.4	"12"	30.035775	-95.428827	"TX"	1	"Non-ref"	"SECstPlain"	31	100	100	2.0191	2.0191	14610	12054	100	100
"08070200"	6155	989.4	"12"	30.145493	-95.124376	"TX"	1	"Ref"	"SEPlains"	11	201	138	0.1013	0.1014	12924	10472	88.46	86.88
"08073600"	6163	751.4	"12"	29.762173	-95.557721	"TX"	1	"Non-ref"	"SECstPlain"	35	73	73	1.8336	1.8336	14610	12054	100	100
"08106500"	6247	18398	"12"	30.83519	-96.946651	"TX"	1	"Non-ref"	"WestPlains"	19	79	79	0.3968	0.3968	14610	12054	100	100
"08123850"	6267	38861.5	"12"	32.053744	-100.762052	"TX"	1	"Non-ref"	"WestPlains"	21	79	79	0.1453	0.1453	13319	11048	91.16	91.65
"08154700"	6306	58.7	"12"	30.372148	-97.78473	"TX"	1	"Non-ref"	"WestPlains"	19	77	68	0.1652	0.1772	14080	11641	96.37	96.57
"08155200"	6307	232.7	"12"	30.296316	-97.925565	"TX"	1	"Ref"	"WestPlains"	11	76	69	0.1083	0.1023	11636	9080	79.64	75.33
"08158600"	6322	134.6	"12"	30.283264	-97.655003	"TX"	1	"Non-ref"	"WestPlains"	19	91	81	0.6929	0.667	14295	11780	97.84	97.73
"08164000"	6337	2124	"12"	28.959984	-96.686367	"TX"	1	"Ref"	"WestPlains"	13	89	89	0.1549	0.1549	14581	12046	99.8	99.93
"08164503"	6342	444.9	"12"	29.071646	-96.467193	"TX"	1	"Non-ref"	"SECstPlain"	18	74	74	0.1895	0.1895	14482	11926	99.12	98.94
"08178800"	6379	505.8	"12"	29.35718	-98.412793	"TX"	4	"Non-ref"	"WestPlains"	30	183	183	0.0986	0.0986	14563	12023	99.68	99.74
"08181500"	6389	3399.7	"12"	29.264128	-98.490849	"TX"	1	"Non-ref"	"WestPlains"	27	101	94	1.3341	1.3483	14610	12054	100	100
"08181800"	6390	4528.5	"12"	29.222185	-98.355846	"TX"	4	"Non-ref"	"WestPlains"	29	204	190	1.5546	1.5864	14610	12054	100	100
"08186000"	6399	2136.5	"12"	29.014139	-97.930281	"TX"	1	"Non-ref"	"SEPlains"	21	81	81	0.2901	0.2901	14595	12054	99.9	100
"08188500"	6401	10120.1	"12"	28.649715	-97.384715	"TX"	1	"Non-ref"	"SEPlains"	24	101	96	1.6064	1.6184	14610	12054	100	100
"08210000"	6435	39967.6	"12"	28.427495	-98.178063	"TX"	1	"Non-ref"	"WestPlains"	19	94	94	0.2209	0.2209	14610	12054	100	100
"08227000"	6454	1327.3	"13"	38.163333	-106.290583	"CO"	4	"Non-ref"	"WestMnts"	7	74	59	0.1188	0.1153	10134	10134	69.36	84.07
"08276500"	6494	16910.6	"13"	36.320023	-105.754459	"NM"	4	"Non-ref"	"WestMnts"	21	121	121	0.0843	0.0843	14610	12054	100	100
"08313000"	6511	28381.5	"13"	35.874747	-106.142247	"NM"	4	"Non-ref"	"WestMnts"	20	148	148	0.1158	0.1158	14610	12054	100	100
"08396500"	6574	46492.1	"13"	32.840391	-104.323572	"NM"	1	"Non-ref"	"WestXeric"	18	78	77	0.1136	0.1145	14586	12030	99.84	99.8
"09041090"	6620	375.5	"14"	40.202484	-106.422534	"CO"	1	"Non-ref"	"WestMnts"	11	142	118	0.0884	0.085	9660	8159	66.12	67.69
"09066510"	6659	263.4	"14"	39.60943	-106.447808	"CO"	4	"Non-ref"	"WestMnts"	16	167	152	0.1135	0.1177	8858	6302	60.63	52.28
"09152500"	6729	20560	"14"	38.983316	-108.450645	"CO"	4	"Non-ref"	"WestMnts"	21	135	94	0.1199	0.113	14610	12054	100	100
"09163500"	6731	46273.9	"14"	39.13276	-109.027055	"CO"	4	"Non-ref"	"WestMnts"	20	292	192	0.169	0.1612	14610	12054	100	100
"09260050"	6820	20551.9	"14"	40.451634	-108.525101	"CO"	1	"Non-ref"	"WestXeric"	14	85	61	0.1607	0.1685	12875	10319	88.12	85.61
"09306290"	6876	6559.3	"14"	40.179693	-108.565377	"CO"	1	"Non-ref"	"WestXeric"	10	98	82	0.1354	0.1271	13667	11111	93.55	92.18
"09328500"	6894	4292.5	"14"	38.858308	-110.370147	"UT"	1	"Non-ref"	"WestXeric"	17	111	111	0.2541	0.2541	14150	11678	96.85	96.88
"09368000"	6943	33180.1	"14"	36.79222	-108.732311	"NM"	1	"Non-ref"	"WestXeric"	16	89	89	0.1434	0.1434	14609	12054	99.99	100
"09415000"	7016	12571.1	"15"	36.891644	-113.92441	"AZ"	1	"Non-ref"	"WestXeric"	14	150	128	0.2089	0.198	14610	12054	100	100
"09419700"	7030	4732.2	"15"	36.087475	-114.985828	"NV"	1	"Non-ref"	"WestXeric"	21	195	195	0.6385	0.6385	8492	5936	58.12	49.25
"09419753"	7031	4898.6	"15"	36.100375	-114.943319	"NV"	1	"Non-ref"	"WestXeric"	20	130	130	0.6475	0.6475	9226	6670	63.15	55.33
"09419800"	7032	4935.8	"15"	36.122198	-114.904992	"NV"	1	"Non-ref"	"WestXeric"	21	90	90	1.3193	1.3193	8128	5572	55.63	46.23
"09431500"	7041	7318.1	"15"	32.72702	-108.67561	"NM"	1	"Non-ref"	"WestMnts"	9	136	136	0.0851	0.0851	14609	12054	99.99	100
"09448500"	7053	20424	"15"	32.868397	-109.511186	"AZ"	1	"Non-ref"	"WestMnts"	9	133	113	0.1959	0.1864	14610	12054	100	100
"09466500"	7056	29892.8	"15"	33.185613	-110.22009	"AZ"	1	"Non-ref"	"WestMnts"	11	124	124	0.2086	0.2086	14050	11515	96.17	95.53
"09498400"	7100	505.7	"15"	33.573107	-110.901225	"AZ"	3	"Non-ref"	"WestMnts"	19	91	91	0.1	0.1	14405	11849	98.6	98.3
"09498500"	7101	11102.9	"15"	33.619495	-110.921504	"AZ"	4	"Non-ref"	"WestMnts"	10	165	148	0.1298	0.1247	14610	12054	100	100
"09504000"	7113	8198	"15"	34.852242	-112.065994	"AZ"	1	"Non-ref"	"WestMnts"	8	70	64	0.0934	0.092	14610	12054	100	100
"09508500"	7125	14242.6	"15"	34.073092	-111.716257	"AZ"	4	"Non-ref"	"WestMnts"	10	109	99	0.073	0.0743	7667	5111	52.48	42.4
"10126000"	7185	18311.9	"16"	41.576321	-112.100782	"UT"	4	"Non-ref"	"WestXeric"	22	97	97	0.1837	0.1837	14610	12054	100	100
"10141000"	7204	5371.4	"16"	41.278277	-112.091887	"UT"	4	"Non-ref"	"WestMnts"	23	167	109	0.4366	0.4618	14610	12054	100	100
"10168000"	7230	116.9	"16"	40.663836	-111.90188	"UT"	4	"Non-ref"	"WestMnts"	26	265	126	0.0702	0.0737	11927	9371	81.64	77.74
"10171000"	7232	9095.5	"16"	40.733557	-111.92327	"UT"	4	"Non-ref"	"WestMnts"	29	326	199	0.9483	1.0137	14610	12054	100	100
"10301500"	7346	7032.1	"16"	39.152461	-119.098889	"NV"	3	"Non-ref"	"WestXeric"	15	95	95	0.1402	0.1402	14434	12054	98.8	100
"10312000"	7369	3800.7	"16"	39.291667	-119.311111	"NV"	4	"Non-ref"	"WestXeric"	19	86	86	0.2027	0.2027	14317	11886	97.99	98.61
"10336660"	7406	29.8	"16"	39.107407	-120.162135	"CA"	1	"Ref"	"WestMnts"	6	250	219	0.0806	0.0823	14609	12054	99.99	100
"10336698"	7409	19.8	"16"	39.240463	-119.946577	"NV"	1	"Non-ref"	"WestMnts"	13	474	398	0.0723	0.0757	14610	12054	100	100
"10350340"	7446	3804	"16"	39.556579	-119.553236	"NV"	1	"Non-ref"	"WestMnts"	26	156	42	0.0713	0.0621	8345	5789	57.12	48.03
"11042000"	7494	1439.1	"18"	33.218091	-117.360316	"CA"	1	"Non-ref"	"WestXeric"	20	72	72	0.1886	0.1886	11084	10562	75.87	87.62
"11074000"	7560	3726.5	"18"	33.883349	-117.64533	"CA"	4	"Non-ref"	"WestXeric"	32	369	244	1.102	1.1113	14610	12054	100	100
"11152300"	7685	11555.7	"18"	36.555517	-121.549663	"CA"	1	"Non-ref"	"WestXeric"	16	138	135	0.1334	0.131	10051	9040	68.8	75
"11181008"	7748	14.3	"18"	37.679931	-122.080519	"CA"	1	"Non-ref"	"WestXeric"	30	75	69	0.3564	0.381	14610	12054	100	100
"11467000"	8131	3465.2	"18"	38.508523	-122.927774	"CA"	1	"Non-ref"	"WestXeric"	26	76	76	0.1214	0.1214	14610	12054	100	100
"12500450"	8525	9018.4	"17"	46.534294	-120.467285	"WA"	4	"Non-ref"	"WestXeric"	22	120	120	0.0864	0.0864	14610	12054	100	100
"12510500"	8531	14536.2	"17"	46.253467	-119.478079	"WA"	4	"Non-ref"	"WestXeric"	20	369	251	0.1089	0.1161	14601	12045	99.94	99.93
"13092747"	8595	664.4	"17"	42.5625	-114.494722	"ID"	3	"Non-ref"	"WestXeric"	20	362	209	0.0852	0.0911	9953	7397	68.12	61.37
"13206000"	8645	7182.2	"17"	43.660556	-116.279167	"ID"	1	"Non-ref"	"WestMnts"	19	137	132	0.1412	0.1438	13809	11253	94.52	93.35
"13213000"	8647	10124.2	"17"	43.781667	-116.972778	"ID"	1	"Non-ref"	"WestMnts"	23	1235	552	0.2477	0.32	12784	10228	87.5	84.85
"13351000"	8741	6378.8	"17"	46.758483	-118.148849	"WA"	4	"Non-ref"	"WestXeric"	10	153	153	0.1718	0.1718	14610	12054	100	100
"14201300"	8924	38.9	"17"	45.100398	-122.82176	"OR"	4	"Non-ref"	"WestMnts"	18	361	193	0.2517	0.2754	9680	7124	66.26	59.1
"14206950"	8933	80.7	"17"	45.403452	-122.754819	"OR"	4	"Non-ref"	"WestMnts"	20	1255	974	0.1327	0.136	7889	5333	54	44.24
"14207500"	8934	1832.9	"17"	45.350676	-122.676204	"OR"	4	"Non-ref"	"WestMnts"	26	88	88	0.2072	0.2072	14610	12054	100	100
"394839104570300"	9064	477.5	"10L"	39.81108	-104.95167	"CO"	4	"Non-ref"	"WestPlains"	31	111	110	0.7313	0.7328	9832	7641	67.3	63.39
