,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.21745,0.02241,2.74312,5.14345,2.69153
1966-01-01,5.45632,0.0302,4.17122,5.13631,3.88141
1971-01-01,5.50919,0.0293,4.94592,4.83225,4.29829
1976-01-01,5.64453,0.02519,6.04466,4.49498,4.92029
1981-01-01,6.04758,0.02759,6.72468,4.36731,5.07199
1986-01-01,5.42064,0.02863,5.83281,3.85798,4.29877
1991-01-01,4.9112,0.03334,4.06284,3.42385,2.60883
1996-01-01,5.00749,0.0358,2.84848,3.49222,1.369
2001-01-01,4.65617,0.03807,3.30105,3.23003,1.91298
2006-01-01,6.01751,0.04047,2.54035,3.00101,-0.43569
2011-01-01,6.12838,0.03864,4.67752,2.44488,1.03266
2016-01-01,6.34001,0.04155,5.9691,2.34926,2.01991
2021-01-01,6.64384,0.13569,5.91193,2.1618,1.56558
