,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.1056,0.0199,0.04765,0.09757,0.05952
1966-01-01,0.13276,0.0343,0.07075,0.11731,0.0896
1971-01-01,0.1795,0.03271,0.09411,0.14645,0.09377
1976-01-01,0.21902,0.03183,0.08785,0.17671,0.07737
1981-01-01,0.25709,0.03739,0.12524,0.21479,0.12033
1986-01-01,0.24463,0.03694,0.15076,0.19955,0.14261
1991-01-01,0.25829,0.03699,0.11594,0.21885,0.11349
1996-01-01,0.29104,0.03867,0.13197,0.23479,0.1144
2001-01-01,0.28635,0.03511,0.10104,0.25674,0.10655
2006-01-01,0.2837,0.03208,0.05001,0.25547,0.05386
2011-01-01,0.23403,0.02753,0.07455,0.18697,0.05502
2016-01-01,0.23734,0.02735,0.05957,0.19593,0.04551
2021-01-01,0.21941,0.0444,0.08505,0.2065,0.11654
