,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.48146,0.05828,2.82645,6.61312,4.01639
1966-01-01,5.45983,0.08897,4.16428,6.14557,4.93899
1971-01-01,5.29758,0.20533,4.68645,4.85872,4.45293
1976-01-01,5.39969,0.18834,5.66398,4.16706,4.61969
1981-01-01,5.78617,0.23299,6.22139,4.11596,4.78417
1986-01-01,5.06549,0.33223,5.18232,3.2248,3.67385
1991-01-01,4.67186,0.43427,3.6486,2.90407,2.31507
1996-01-01,4.47751,0.47131,2.34522,2.77988,1.11889
2001-01-01,3.77791,0.49296,2.54318,2.62713,1.88537
2006-01-01,4.73551,0.57652,1.79932,2.28195,-0.07772
2011-01-01,4.54437,0.59837,3.12,2.02395,1.19795
2016-01-01,4.43804,0.64291,3.84903,1.63609,1.68999
2021-01-01,4.66431,0.66577,3.78449,1.4046,1.19054
