,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.42249,0.19347,1.54644,2.42444,1.74186
1966-01-01,2.53664,0.23595,2.43378,2.30658,2.43967
1971-01-01,2.5888,0.249,3.17058,2.24749,3.07827
1976-01-01,2.85767,0.18342,3.64607,2.18988,3.1617
1981-01-01,3.01544,0.19797,3.72636,2.13919,3.04808
1986-01-01,2.72842,0.20493,3.14264,2.00608,2.62523
1991-01-01,2.58677,0.22816,2.37114,1.98347,1.99601
1996-01-01,2.51983,0.22565,1.58996,1.96838,1.26417
2001-01-01,2.25661,0.21127,1.75363,1.87647,1.58476
2006-01-01,2.81114,0.21332,1.34514,1.79479,0.54211
2011-01-01,2.71131,0.19625,2.35807,1.49728,1.34029
2016-01-01,2.66285,0.20248,2.88281,1.37925,1.80169
2021-01-01,2.47548,0.2216,2.60473,1.31507,1.66592
