,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.47168,0.18747,2.97478,5.35548,4.04604
1966-01-01,5.38239,0.24051,4.9732,5.47657,5.30788
1971-01-01,5.79578,0.21641,5.65026,4.97425,5.04513
1976-01-01,7.08858,0.14645,7.77508,5.32317,6.15613
1981-01-01,7.56313,0.15073,8.96938,5.4697,7.02666
1986-01-01,7.3603,0.15657,7.84746,5.30508,5.94881
1991-01-01,7.47206,0.16101,5.95358,5.19711,3.83964
1996-01-01,7.59826,0.15706,4.12982,5.23225,1.92087
2001-01-01,6.58415,0.14504,4.69148,5.90402,4.1564
2006-01-01,9.86333,0.14306,3.63719,6.71683,0.63376
2011-01-01,10.57492,0.12843,6.82279,6.63217,3.00847
2016-01-01,10.71695,0.1294,9.09857,7.49507,6.00609
2021-01-01,10.84247,0.1467,8.6035,7.52689,5.43462
