,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.75943,0.13629,1.82673,3.14699,2.35058
1966-01-01,2.85751,0.17907,3.04699,2.90461,3.27316
1971-01-01,2.86216,0.15968,3.77981,2.81725,3.89458
1976-01-01,2.99307,0.12685,4.35025,2.54479,4.02882
1981-01-01,3.11991,0.13526,3.92279,2.39411,3.33224
1986-01-01,2.96896,0.16194,3.3277,2.27869,2.79937
1991-01-01,2.82422,0.16544,2.45879,2.4442,2.24421
1996-01-01,2.58567,0.16556,1.5653,2.30436,1.44955
2001-01-01,2.35721,0.15286,1.79038,2.1999,1.78592
2006-01-01,2.79654,0.14717,1.30994,2.19239,0.85296
2011-01-01,2.70184,0.1347,2.24482,1.64921,1.32689
2016-01-01,2.6617,0.13637,2.74454,1.88752,2.10672
2021-01-01,2.93451,0.12024,2.91796,2.09657,2.20026
