basin,area_km2,Temperate-or-sub-polar-needleleaf-forest,Sub-polar-taiga-needleleaf-forest,Tropical-or-sub-tropical-broadleaf-evergreen-forest,Tropical-or-sub-tropical-broadleaf-deciduous-forest,Temperate-or-sub-polar-broadleaf-deciduous-forest,Mixed-Forest,Tropical-or-sub-tropical-shrubland,Temperate-or-sub-polar-shrubland,Tropical-or-sub-tropical-grassland,Temperate-or-sub-polar-grassland,Sub-polar-or-polar-shrubland-lichen-moss,Sub-polar-or-polar-grassland-lichen-moss,Sub-polar-or-polar-barren-lichen-moss,Wetland,Cropland,Barren-Lands,Urban-and-Built-up,Water,Snow-and-Ice,BD,CLAY,GRAV,OC,SAND,SILT,mean_elev,mean_slope,std_elev,std_slope
05QA004,3647.832853466367,0.3668481412516608,0.0,0.0,0.0,0.06858687167993266,0.31158680561502755,0.0,0.022253596255343306,0.0,0.014186092603422162,0.0,0.0,0.0,0.007897692377333376,0.0,0.0,0.007663528991482521,0.20097727122579762,0.0,137.9294992175274,4.518348982785603,5.169483568075117,89.98683489827856,83.79381846635368,11.451956181533646,416.1434121512499,1.8865499720785537,23.157557112466886,1.487284165799899
06EB004,13968.26960027483,0.5633063242350945,0.00014363988262886093,0.0,0.0,0.012008515740290968,0.00047289154161104006,0.0,0.1466328725225582,0.0,0.04947864692215242,0.0,0.0,0.0,0.02660691887589914,0.0,0.002253804533690722,0.0008764248365542454,0.19821996090951985,0.0,113.36258889037971,11.605393801153898,5.2525157654635715,795.3147390312625,69.27745538709244,17.240691667784784,341.08011612901555,1.467283605492161,38.60927177801496,1.3035875369574075
06FB002,4056.646529459265,0.39344428116234426,0.000297539921347254,0.0,0.0,2.956393824600111e-06,2.3228808621858014e-06,0.0,0.1812837464436166,0.0,0.2632941111380237,0.0,3.0408622195886854e-05,0.00014021753568103384,0.030714397785745494,0.0,1.1192062335986134e-05,0.0,0.13077882605402302,0.0,127.83077298881771,18.895708934969058,5.87696775594398,796.0138692867224,35.95258386711541,41.56015904896319,237.03308860646814,0.7218740139594788,30.3874408992838,0.6378851393410605
05EA005,1897.118326338622,0.020241091023767997,0.0,0.0,0.0,0.03943128188672896,0.20503402323748965,0.0,0.026300546412918256,0.0,0.04090143880460337,0.0,0.0,0.0,0.017131143697495216,0.5226908928422023,0.0001549227271180971,0.05660379960630319,0.07151085976137303,0.0,128.3982100708104,27.718790978232363,3.191253606084448,598.4506949908209,35.44295830055075,35.748492001049044,727.987514791974,1.1584627782043313,34.71033518431925,0.9407368033320083
06AG002,2762.7384615374986,0.3099104770359257,0.0,0.0,0.0,0.04526628362058648,0.08419160596953788,0.0,0.023695518260341285,0.0,0.00456708787913913,0.0,0.0,0.0,0.24087234237044394,0.0,1.5706334270373235e-06,0.0023408720596564273,0.2891542421709421,0.0,110.50482891832229,19.994674392935984,5.897930463576159,1130.2253863134658,43.55841611479029,33.31633554083885,476.84123400266895,0.7784808731782081,24.48006701008831,1.082340644760005
05FE004,23572.06772918268,0.000641903562838328,0.0,0.0,0.0,0.005430778812470593,0.03599114979231087,0.0,0.08966391973477365,0.0,0.1459139062431495,0.0,0.0,0.0,0.01136471146421824,0.621398266715229,0.000625453085956868,0.041608168845312744,0.04736174174374013,0.0,138.43559828967543,22.31423704839441,4.197394562377179,159.69343727730148,42.00058306519533,34.569792364005444,720.2711836324526,1.0718981958258524,58.724046328993886,1.2046769716061085
05KJ001,43841.3903440549,0.3470781800050824,0.0,0.0,0.0,0.11486295913444317,0.009613833701741311,0.0,0.018495651421232853,0.0,0.01737723747252213,0.0,1.1900763814823163e-07,0.0,0.3197564262736178,0.03925742645347797,0.0006953219604874014,0.0043528432075160784,0.12851000136224078,0.0,101.0579955875143,16.86493036910793,4.612648250180936,1371.4342723484228,56.20970980318913,24.938355065019962,365.7973156136476,0.9025357575311135,95.2305130580717,1.0585476097379392
05QA002,7151.918853115744,0.22846840382991174,0.0,0.0,0.0,0.11339293347041314,0.4272048027071007,0.0,0.018429187671741478,0.0,0.008127017934943245,0.0,0.0,0.0,0.027163137262570268,0.0,0.0,0.012553282006118452,0.164661235117201,0.0,140.30062597809078,4.270813771517997,5.013145539906104,94.9570813771518,84.44522691705791,11.035054773082942,455.4776246474337,1.7539846227368365,28.192385088106565,1.4337356296479298
05BH009,609.927226912722,0.402012519370717,0.0,0.0,0.0,0.00044774340232652123,0.003090592445929169,0.0,0.4014906366387845,0.0,0.10614862173532551,0.0,0.0,0.0,9.594501478425455e-05,0.05069676432706202,0.011654411871596496,0.016884868889683585,0.007477896303790991,0.0,133.989729020979,28.53583916083916,11.840909090909092,331.96722027972027,29.086756993006993,41.30812937062937,1473.7924170035526,6.112357469972753,214.53239326906387,5.695879802443149
05JF005,4578.301257477995,5.843423139605027e-06,0.0,0.0,0.0,0.008582040784366583,8.76513470940754e-06,0.0,0.012248399242926098,0.0,0.031096944922036074,0.0,0.0,0.0,0.003645906477570897,0.8315124902195705,2.4737157957661284e-05,0.07717428418553492,0.03570058845218824,0.0,136.39990455738487,40.64295514197089,0.4049451204963016,122.40405034597948,27.10720890002386,31.288922691481748,603.7529982454822,0.5356085004480023,32.90140395752032,0.4921516874194382
