,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.83445,0.04581,2.72033,5.02064,2.95233
1966-01-01,5.10448,0.05857,4.15619,5.05222,4.1625
1971-01-01,5.54276,0.05368,4.99606,5.16326,4.67024
1976-01-01,5.88902,0.04659,6.23891,5.32697,5.72345
1981-01-01,5.83882,0.04947,6.50238,5.44481,6.15783
1986-01-01,5.41673,0.04634,5.73187,4.70379,5.06527
1991-01-01,5.25766,0.04884,4.35481,4.742,3.888
1996-01-01,5.02715,0.04654,2.84632,5.0201,2.88581
2001-01-01,4.63142,0.04328,3.24718,5.13318,3.79222
2006-01-01,5.75384,0.04174,2.48804,5.28835,2.06429
2011-01-01,5.64454,0.03879,4.43252,4.66842,3.49519
2016-01-01,5.79069,0.03984,5.61376,4.82778,4.69068
2021-01-01,5.5436,0.04089,5.16636,4.56508,4.22873
