,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.31826,0.20746,2.46796,4.80929,3.16644
1966-01-01,4.88309,0.28538,3.90815,4.85255,4.163
1971-01-01,5.31763,0.2564,4.63876,4.15671,3.73423
1976-01-01,5.46221,0.19361,5.83185,3.60421,4.16746
1981-01-01,5.80813,0.20643,6.76108,3.59533,4.7547
1986-01-01,5.3193,0.20766,5.56152,3.31606,3.76594
1991-01-01,5.66488,0.20992,4.43239,3.34463,2.32206
1996-01-01,5.66776,0.20399,3.06872,3.14654,0.75148
2001-01-01,4.68116,0.19047,3.27536,2.95885,1.74353
2006-01-01,7.27868,0.18857,2.66761,3.55681,-0.86569
2011-01-01,7.89783,0.18666,5.05118,3.08123,0.42123
2016-01-01,7.93456,0.18497,6.69296,3.66068,2.60405
2021-01-01,7.97384,0.12461,6.24182,3.57385,1.96644
