,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,3.84005,0.2856,2.04181,3.80153,2.28888
1966-01-01,4.00718,0.38489,3.1081,3.77908,3.26489
1971-01-01,4.05477,0.37349,3.68621,3.56909,3.57403
1976-01-01,4.17287,0.32103,4.4964,3.33792,3.98247
1981-01-01,4.42107,0.3516,4.93828,3.26328,4.1321
1986-01-01,3.98089,0.36488,4.28096,2.89329,3.55824
1991-01-01,3.60942,0.425,2.9951,2.61683,2.4275
1996-01-01,3.63747,0.45629,2.07786,2.68016,1.57683
2001-01-01,3.38546,0.48528,2.40291,2.50793,2.01065
2006-01-01,4.32435,0.51577,1.8432,2.37791,0.41253
2011-01-01,4.34873,0.49252,3.35374,1.92925,1.42677
2016-01-01,4.51005,0.5296,4.2909,1.93025,2.24071
2021-01-01,4.96837,0.53323,4.47336,1.85177,1.88998
