,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,9.73888,0.6376,5.06451,10.79147,6.7547
1966-01-01,10.11048,1.24809,7.62023,9.74805,8.50589
1971-01-01,9.25903,1.74655,7.9967,8.06513,8.54934
1976-01-01,8.75321,1.82187,8.93904,6.61605,8.62376
1981-01-01,8.61673,2.39197,9.37437,5.79557,8.94518
1986-01-01,8.33719,2.76861,8.55679,5.47053,8.45874
1991-01-01,7.56053,3.25949,5.92824,5.70366,7.33086
1996-01-01,7.29823,3.54432,3.95168,5.22582,5.42359
2001-01-01,5.83437,3.84785,4.00175,5.65244,7.66767
2006-01-01,7.32885,4.17874,2.82604,3.7314,3.40733
2011-01-01,7.54884,4.32713,5.27249,3.08963,5.14042
2016-01-01,7.03505,4.6104,6.21512,2.51074,6.30121
2021-01-01,8.70492,4.92385,7.11282,2.81447,6.14622
