,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.74091,0.05434,1.81326,3.12751,2.2542
1966-01-01,2.83388,0.07159,3.02675,2.88532,3.14979
1971-01-01,2.83571,0.06346,3.76044,2.79897,3.78715
1976-01-01,2.96577,0.05025,4.32799,2.52694,3.9394
1981-01-01,3.09502,0.05341,3.90769,2.37334,3.23942
1986-01-01,2.93292,0.06132,3.2873,2.25103,2.66673
1991-01-01,2.78993,0.06264,2.42894,2.41453,2.11618
1996-01-01,2.55428,0.06269,1.54629,2.27639,1.33109
2001-01-01,2.32859,0.05788,1.76864,2.17319,1.67112
2006-01-01,2.76259,0.05573,1.29403,2.16577,0.75295
2011-01-01,2.66904,0.05101,2.21756,1.62919,1.22872
2016-01-01,2.62938,0.05164,2.71122,1.8646,1.99807
2021-01-01,2.91149,0.03174,2.89507,2.08012,2.09544
