,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.19443,0.02264,0.13333,0.2048,0.16633
1966-01-01,0.20517,0.0291,0.21345,0.19522,0.2326
1971-01-01,0.21139,0.02649,0.2727,0.18669,0.2745
1976-01-01,0.2375,0.02127,0.33547,0.18477,0.30401
1981-01-01,0.25553,0.02231,0.31955,0.18118,0.26751
1986-01-01,0.23069,0.02224,0.26649,0.16736,0.22541
1991-01-01,0.21274,0.02414,0.19275,0.16939,0.17354
1996-01-01,0.1967,0.02343,0.12425,0.16055,0.11152
2001-01-01,0.17302,0.02156,0.13336,0.15085,0.13275
2006-01-01,0.19615,0.02135,0.09829,0.14088,0.06437
2011-01-01,0.20434,0.02008,0.17952,0.11404,0.1093
2016-01-01,0.18279,0.02053,0.20574,0.10675,0.15023
2021-01-01,0.22339,0.02391,0.24694,0.13169,0.17916
