,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.33298,0.0087,0.26484,0.49503,0.43559
1966-01-01,0.2996,0.01143,0.333,0.47673,0.52155
1971-01-01,0.22585,0.01031,0.3244,0.37141,0.48027
1976-01-01,0.23166,0.00844,0.33697,0.3778,0.49155
1981-01-01,0.24318,0.00932,0.23524,0.34031,0.34169
1986-01-01,0.18884,0.00927,0.18634,0.32341,0.33018
1991-01-01,0.16969,0.00916,0.21829,0.333,0.39076
1996-01-01,0.25747,0.00867,0.24208,0.30548,0.29876
2001-01-01,0.16265,0.00821,0.22964,0.1986,0.27379
2006-01-01,0.1849,0.00771,0.20902,0.27421,0.30604
2011-01-01,0.14643,0.00685,0.16919,0.19637,0.22598
2016-01-01,0.10412,0.00683,0.36104,0.28857,0.55232
2021-01-01,0.10938,0.00541,0.44459,0.28903,0.62965
