,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.29477,0.00179,0.14691,0.28377,0.13769
1966-01-01,0.35318,0.00278,0.19956,0.32972,0.17888
1971-01-01,0.20428,0.00248,0.1071,0.16667,0.07197
1976-01-01,0.24926,0.00241,0.09998,0.2011,0.05424
1981-01-01,0.29258,0.00283,0.14253,0.24444,0.09722
1986-01-01,0.2784,0.0028,0.17158,0.2271,0.12307
1991-01-01,0.29394,0.0028,0.13194,0.24907,0.08986
1996-01-01,0.33122,0.00293,0.15019,0.2672,0.08911
2001-01-01,0.32588,0.00266,0.11499,0.29218,0.08395
2006-01-01,0.32286,0.00243,0.05691,0.29073,0.02721
2011-01-01,0.26633,0.00208,0.08484,0.21278,0.03337
2016-01-01,0.2701,0.00207,0.06779,0.22298,0.02273
2021-01-01,0.39907,0.03844,0.15469,0.37559,0.16965
