,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0151,0.01726,0.01996,0.0184,0.04053
1966-01-01,0.01357,0.02436,0.02404,0.01459,0.04941
1971-01-01,0.01057,0.02254,0.02202,0.01312,0.04711
1976-01-01,0.01133,0.01862,0.02829,0.01259,0.04817
1981-01-01,0.01008,0.01979,0.01887,0.01308,0.04165
1986-01-01,0.00827,0.02013,0.01877,0.0149,0.04553
1991-01-01,0.00817,0.02101,0.02144,0.01566,0.04994
1996-01-01,0.00888,0.02027,0.02066,0.01577,0.04782
2001-01-01,0.00891,0.01954,0.02156,0.01434,0.04653
2006-01-01,0.00773,0.01873,0.01709,0.01264,0.04073
2011-01-01,0.00739,0.01824,0.01509,0.01113,0.03707
2016-01-01,0.00642,0.01878,0.03488,0.00996,0.0572
2021-01-01,0.00483,0.01377,0.02968,0.00836,0.04698
