,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.11305,0.00577,0.05322,0.10626,0.0522
1966-01-01,0.13936,0.00898,0.07607,0.12594,0.07164
1971-01-01,0.14504,0.00801,0.07604,0.11834,0.05736
1976-01-01,0.17698,0.0078,0.07099,0.14278,0.0446
1981-01-01,0.20774,0.00916,0.1012,0.17356,0.07618
1986-01-01,0.19767,0.00905,0.12182,0.16124,0.09444
1991-01-01,0.2087,0.00906,0.09368,0.17684,0.07088
1996-01-01,0.23517,0.00948,0.10664,0.18972,0.07066
2001-01-01,0.23138,0.0086,0.08164,0.20745,0.06632
2006-01-01,0.22923,0.00786,0.04041,0.20642,0.02546
2011-01-01,0.1891,0.00675,0.06024,0.15107,0.02896
2016-01-01,0.19178,0.0067,0.04813,0.15832,0.02137
2021-01-01,0.14344,0.02523,0.0556,0.135,0.07239
