,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,1.44162,0.0,0.0,1.44162
1966-01-01,0.0,1.75643,0.0,0.0,1.75643
1971-01-01,0.0,1.69186,0.0,0.0,1.69186
1976-01-01,0.0,0.85741,0.0,0.0,0.85741
1981-01-01,0.0,5.77816,0.0,0.0,5.77816
1986-01-01,0.0,5.22307,0.0,0.0,5.22307
1991-01-01,0.0,5.27833,0.0,0.0,5.27833
1996-01-01,0.0,5.0434,0.0,0.0,5.0434
2001-01-01,0.0,4.66567,0.0,0.0,4.66567
2006-01-01,0.0,4.33826,0.0,0.0,4.33826
2011-01-01,0.0,4.17531,0.0,0.0,4.17531
2016-01-01,0.0,4.20902,0.0,0.0,4.20902
2021-01-01,0.0,3.52464,0.0,0.0,3.52464
