,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.04388,0.00196,0.0326,0.04595,0.03664
1966-01-01,0.04618,0.00265,0.05206,0.04408,0.05262
1971-01-01,0.04766,0.00252,0.06635,0.0421,0.06331
1976-01-01,0.04868,0.00214,0.07706,0.03784,0.06835
1981-01-01,0.05437,0.00222,0.07112,0.03743,0.0564
1986-01-01,0.05117,0.00227,0.06074,0.03455,0.04639
1991-01-01,0.04743,0.00232,0.04316,0.03446,0.03252
1996-01-01,0.04274,0.00229,0.02759,0.03268,0.01982
2001-01-01,0.0366,0.00221,0.02871,0.02827,0.02259
2006-01-01,0.03913,0.00211,0.0204,0.02789,0.01127
2011-01-01,0.04468,0.00199,0.03889,0.02237,0.01857
2016-01-01,0.03872,0.00204,0.04363,0.02189,0.02884
2021-01-01,0.09189,0.00214,0.10079,0.05725,0.06829
