,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.48944,0.12786,0.14598,0.47859,0.26298
1966-01-01,0.62015,0.18187,0.21669,0.54534,0.32376
1971-01-01,0.56397,0.19212,0.28125,0.49114,0.40054
1976-01-01,0.59562,0.19192,0.18156,0.52246,0.30032
1981-01-01,0.60535,0.22866,0.27502,0.64628,0.54461
1986-01-01,0.5291,0.23024,0.34229,0.58496,0.62839
1991-01-01,0.55753,0.26776,0.22497,0.66256,0.59775
1996-01-01,0.54012,0.30206,0.20723,0.63736,0.60653
2001-01-01,0.56387,0.30167,0.17094,0.76067,0.66941
2006-01-01,0.51879,0.3009,0.07658,0.71353,0.57221
2011-01-01,0.50378,0.2893,0.14885,0.60707,0.54144
2016-01-01,0.53659,0.30762,0.11291,0.62691,0.51085
2021-01-01,0.39007,0.3409,0.12117,0.60669,0.67869
