,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,1.60931,0.02353,0.23482,1.41974,0.06878
1966-01-01,3.37499,0.0316,1.17186,1.49232,-0.67921
1971-01-01,3.97053,0.02415,0.6756,1.61164,-1.65914
1976-01-01,4.10935,0.01682,1.64204,1.70954,-0.74095
1981-01-01,3.87379,0.01689,2.5387,1.43965,0.12146
1986-01-01,4.3779,0.01652,3.08471,1.24521,-0.03147
1991-01-01,4.75648,0.01474,2.43208,1.36636,-0.9433
1996-01-01,5.3446,0.01352,3.64533,1.53751,-0.14824
2001-01-01,4.27989,0.01175,3.47397,1.70805,0.91388
2006-01-01,5.58967,0.0103,3.18617,2.2398,-0.1534
2011-01-01,5.70568,0.00985,3.41052,1.72944,-0.55586
2016-01-01,7.6496,0.00989,5.76455,1.73475,-0.14041
2021-01-01,4.73442,0.00919,6.05673,1.64616,2.97767
