,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,5.50675,0.02877,2.96353,5.3966,2.88216
1966-01-01,5.72275,0.03878,4.50987,5.36881,4.1947
1971-01-01,5.79842,0.03763,5.28056,5.0262,4.54598
1976-01-01,5.84865,0.03234,6.32315,4.7693,5.27615
1981-01-01,6.01828,0.03542,6.80211,4.60311,5.42236
1986-01-01,5.51282,0.03676,5.93749,4.09432,4.55575
1991-01-01,4.98811,0.04282,4.19604,3.79718,3.04792
1996-01-01,4.91037,0.04597,2.84519,3.88335,1.86413
2001-01-01,4.60206,0.04889,3.26802,3.704,2.41886
2006-01-01,5.75173,0.05197,2.49739,3.70018,0.49781
2011-01-01,5.53257,0.04962,4.38592,3.16142,2.06439
2016-01-01,5.74421,0.05336,5.58204,3.11829,3.00948
2021-01-01,6.28965,0.05465,5.80799,3.1447,2.7177
