,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,7.4431,0.16802,3.96516,8.10049,4.79057
1966-01-01,8.20038,0.22297,5.96315,8.34734,6.33308
1971-01-01,9.05962,0.19062,7.31492,8.47477,6.92069
1976-01-01,9.12844,0.15061,9.07028,8.47376,8.56622
1981-01-01,9.94219,0.15661,10.44107,8.90619,9.56169
1986-01-01,9.70068,0.15555,9.88046,7.84602,8.18135
1991-01-01,10.31458,0.15892,7.53437,7.97182,5.35053
1996-01-01,10.10771,0.15399,5.0167,8.09269,3.15566
2001-01-01,8.8209,0.14513,5.66023,10.03029,7.01475
2006-01-01,12.81895,0.13805,4.41446,11.34964,3.0832
2011-01-01,13.71578,0.12729,8.48086,9.9407,4.83306
2016-01-01,14.37226,0.12932,11.30833,11.25484,8.32022
2021-01-01,15.26198,0.14249,11.15693,13.10148,9.13893
