,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.4673,0.60099,3.31376,8.31689,5.76434
1966-01-01,6.64942,0.75346,4.88224,9.62326,8.60955
1971-01-01,6.81014,0.65308,5.72363,7.84365,7.41022
1976-01-01,6.35208,0.5044,6.87993,6.72229,7.75454
1981-01-01,7.11219,0.51898,7.91129,7.23823,8.55631
1986-01-01,6.80348,0.51304,6.87601,6.63146,7.21704
1991-01-01,6.44752,0.52443,4.97105,6.6338,5.68176
1996-01-01,6.55023,0.51004,3.4723,7.23276,4.66487
2001-01-01,5.77536,0.50658,4.0592,6.60764,5.39806
2006-01-01,8.27187,0.48278,3.08352,6.12038,1.41482
2011-01-01,8.78922,0.46333,5.77983,5.24506,2.699
2016-01-01,8.81282,0.47766,7.63647,4.92093,4.22224
2021-01-01,8.76749,0.46762,7.23746,4.81586,3.75345
