,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.09243,0.04864,0.50473,1.83232,0.29326
1966-01-01,3.61682,0.05854,1.96513,1.87263,0.27948
1971-01-01,4.69033,0.04596,2.09696,2.03316,-0.51425
1976-01-01,4.49478,0.0334,3.48804,1.91784,0.94449
1981-01-01,5.27034,0.03269,4.77312,1.7624,1.29787
1986-01-01,5.56871,0.03168,5.5295,1.69421,1.68669
1991-01-01,5.80813,0.02771,5.33337,1.89337,1.44632
1996-01-01,6.31529,0.02576,6.02137,2.18592,1.91776
2001-01-01,5.56083,0.02269,5.3971,2.75609,2.61505
2006-01-01,6.78641,0.02023,4.80992,3.25001,1.29374
2011-01-01,5.75287,0.0177,5.48396,2.46361,2.2124
2016-01-01,8.0718,0.01763,9.17988,2.42477,3.55049
2021-01-01,6.78073,0.01825,10.61761,2.33543,6.19057
