,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.13128,0.11245,2.54897,4.29165,2.82179
1966-01-01,4.69446,0.17164,3.99136,4.4376,3.90614
1971-01-01,4.76106,0.16538,4.85266,4.26043,4.51741
1976-01-01,4.71937,0.06612,5.36111,3.7533,4.46116
1981-01-01,4.96157,0.0722,5.7185,3.65419,4.48332
1986-01-01,4.44085,0.07678,4.88209,3.30325,3.82127
1991-01-01,4.35528,0.08724,3.65082,3.2946,2.67739
1996-01-01,3.99575,0.08868,2.25505,3.07465,1.42263
2001-01-01,3.8883,0.08959,2.7307,3.02595,1.95794
2006-01-01,5.03771,0.09124,2.07122,2.82039,-0.05486
2011-01-01,5.27021,0.08769,3.80018,2.33451,0.95217
2016-01-01,5.25573,0.09235,4.79683,2.20205,1.8355
2021-01-01,5.29329,0.11477,4.56288,1.93794,1.3223
