,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,4.82006,0.09323,2.51355,5.18935,2.97606
1966-01-01,5.00749,0.18249,3.78829,4.79011,3.7534
1971-01-01,4.68271,0.25538,4.05991,4.05036,3.68294
1976-01-01,4.45771,0.26639,4.59665,3.43656,3.84189
1981-01-01,4.43902,0.34975,4.8721,3.05911,3.84193
1986-01-01,4.2466,0.40482,4.41172,2.83709,3.40703
1991-01-01,3.81883,0.47662,3.0517,2.83358,2.54307
1996-01-01,3.72061,0.51793,2.05068,2.65837,1.50637
2001-01-01,3.10922,0.55971,2.15245,2.77726,2.38019
2006-01-01,3.92169,0.60727,1.56079,2.05039,0.29676
2011-01-01,3.96537,0.62685,2.86471,1.75353,1.27972
2016-01-01,3.80494,0.66811,3.44369,1.4568,1.76365
2021-01-01,5.01493,0.81198,4.22766,1.80939,1.83411
