,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.01028,0.02879,0.00259,0.01276,0.03385
1966-01-01,0.01816,0.03774,0.01014,0.01332,0.04305
1971-01-01,0.02354,0.02958,0.01331,0.01485,0.03419
1976-01-01,0.02551,0.02294,0.02354,0.01615,0.03712
1981-01-01,0.02493,0.01864,0.02457,0.01235,0.03063
1986-01-01,0.02577,0.01911,0.02312,0.01343,0.02989
1991-01-01,0.02561,0.01742,0.02295,0.01388,0.02863
1996-01-01,0.02818,0.01666,0.02907,0.01941,0.03695
2001-01-01,0.02625,0.01522,0.02771,0.01878,0.03546
2006-01-01,0.02999,0.01467,0.02462,0.02173,0.03103
2011-01-01,0.02928,0.01342,0.02907,0.01739,0.0306
2016-01-01,0.03656,0.01435,0.0428,0.01939,0.03999
2021-01-01,0.12938,0.00987,0.23475,0.08751,0.20275
