,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.45633,0.13642,0.13757,0.4461,0.26375
1966-01-01,0.5777,0.19404,0.20374,0.50849,0.32858
1971-01-01,0.52755,0.20178,0.21783,0.45738,0.34945
1976-01-01,0.55777,0.20309,0.15948,0.48502,0.28982
1981-01-01,0.54739,0.24268,0.23241,0.60554,0.53325
1986-01-01,0.47936,0.24425,0.29182,0.5511,0.6078
1991-01-01,0.51149,0.28501,0.20405,0.63361,0.61118
1996-01-01,0.4907,0.32216,0.18445,0.60064,0.61655
2001-01-01,0.51636,0.32286,0.14987,0.7129,0.66927
2006-01-01,0.47062,0.32239,0.06557,0.67996,0.59731
2011-01-01,0.47796,0.31119,0.1293,0.60158,0.56411
2016-01-01,0.51397,0.33142,0.09602,0.61841,0.53188
2021-01-01,0.37891,0.37004,0.10907,0.61697,0.71717
