,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.79913,0.04025,2.31345,3.01622,2.57079
1966-01-01,3.75821,0.05134,4.09938,3.06078,3.45329
1971-01-01,3.85012,0.04623,4.44615,2.61625,3.25851
1976-01-01,5.51193,0.03096,6.56465,3.32965,4.41334
1981-01-01,5.84411,0.03178,7.51752,3.35782,5.063
1986-01-01,5.68481,0.03314,6.50961,3.27085,4.12879
1991-01-01,5.53168,0.03409,4.8049,3.27476,2.58208
1996-01-01,5.78052,0.03325,3.38943,3.29353,0.93569
2001-01-01,5.04698,0.03074,3.93341,3.36392,2.28109
2006-01-01,7.79829,0.03029,3.04431,3.95236,-0.77134
2011-01-01,8.49258,0.02707,5.70274,4.18932,1.42656
2016-01-01,8.12041,0.02723,7.33233,4.29127,3.53043
2021-01-01,8.28407,0.03649,6.97753,3.93637,2.66632
