,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.98127,0.82017,1.53725,3.59676,2.97292
1966-01-01,2.9695,1.24948,2.26488,3.34246,3.88731
1971-01-01,2.88126,2.95781,2.54888,2.64257,5.268
1976-01-01,3.02514,2.63974,3.16819,2.3023,5.08509
1981-01-01,3.24035,3.28324,3.47482,2.26941,5.78713
1986-01-01,2.80816,4.76978,2.8559,1.70558,6.5231
1991-01-01,2.55854,6.27704,1.99079,1.50357,7.21286
1996-01-01,2.45831,6.82549,1.27642,1.43054,7.07413
2001-01-01,2.04058,7.15045,1.36861,1.3701,7.84858
2006-01-01,2.51396,8.40999,0.95023,1.15908,8.00534
2011-01-01,2.42079,8.7512,1.65126,1.05319,9.03486
2016-01-01,2.32443,9.40779,2.00986,0.82639,9.91962
2021-01-01,2.59214,9.52403,2.09894,0.74276,9.77359
