id,name,lat,lon,obs_q
01116500,PAWTUXET RIVER AT CRANSTON RI,41.750934,-71.445058,01116500
01124000,QUINEBAUG RIVER AT QUINEBAUG CT,42.022319,-71.955629,01124000
01184490,BROAD BROOK AT BROAD BROOK CT,41.913889,-72.55,01184490
01189995,FARMINGTON RIVER AT TARIFFVILLE CT,41.908431,-72.760651,01189995
01192500,HOCKANUM RIVER NEAR EAST HARTFORD CT,41.783155,-72.587311,01192500
01196500,QUINNIPIAC RIVER AT WALLINGFORD CT,41.449542,-72.840934,01196500
01208500,NAUGATUCK RIVER AT BEACON FALLS CT,41.442319,-73.062608,01208500
01349950,BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY,42.308418,-74.389869,01349950
01379000,Passaic River near Millington NJ,40.68,-74.528889,01379000
01379500,Passaic River near Chatham NJ,40.726111,-74.389722,01379500
01381500,Whippany River at Morristown NJ,40.807222,-74.456944,01381500
01381800,Whippany River near Pine Brook NJ,40.845,-74.347222,01381800
01387500,Ramapo River near Mahwah NJ,41.098056,-74.162778,01387500
01388000,Ramapo River at Pompton Lakes NJ,40.991972,-74.279861,01388000
01389500,Passaic River at Little Falls NJ,40.884722,-74.226111,01389500
01391500,Saddle River at Lodi NJ,40.890278,-74.080556,01391500
01394500,Rahway River near Springfield NJ,40.6875,-74.311667,01394500
01395000,Rahway River at Rahway NJ,40.618889,-74.283333,01395000
01400500,Raritan River at Manville NJ,40.555,-74.583611,01400500
01401000,Stony Brook at Princeton NJ,40.333056,-74.681944,01401000
01402000,Millstone River at Blackwells Mills NJ,40.475,-74.575833,01402000
01412800,Cohansey River at Seeley NJ,39.4725,-75.255556,01412800
01421618,TOWN BROOK SOUTHEAST OF HOBART NY,42.361193,-74.662098,01421618
01454700,Lehigh River at Glendon PA,40.669266,-75.236288,01454700
01463500,Delaware River at Trenton NJ,40.221667,-74.778056,01463500
01464500,Crosswicks Creek at Extonville NJ,40.137222,-74.6,01464500
01464907,Little Neshaminy C at Valley Road nr Neshaminy PA,40.229275,-75.119616,01464907
01465500,Neshaminy Creek near Langhorne PA,40.173998,-74.956834,01465500
01467150,Cooper River at Haddonfield NJ,39.903056,-75.021389,01467150
01472000,Schuylkill River at Pottstown PA,40.241763,-75.651575,01472000
01474000,Wissahickon Creek at Mouth Philadelphia PA,40.01539,-75.206846,01474000
01474500,Schuylkill River at Philadelphia PA,39.967891,-75.188512,01474500
01477120,Raccoon Creek near Swedesboro NJ,39.740556,-75.259167,01477120
01478245,White Clay Creek near Strickersville PA,39.7475,-75.770833,01478245
01479820,Red Clay Creek near Kennett Square PA,39.816777,-75.691601,01479820
01481000,Brandywine Creek at Chadds Ford PA,39.869833,-75.593262,01481000
01482500,Salem River at Woodstown NJ,39.643889,-75.330278,01482500
01487000,NANTICOKE RIVER NEAR BRIDGEVILLE DE,38.728333,-75.561861,01487000
01491000,CHOPTANK RIVER NEAR GREENSBORO MD,38.997194,-75.785806,01491000
01493500,MORGAN CREEK NEAR KENNEDYVILLE MD,39.280028,-76.014556,01493500
01531500,Susquehanna River at Towanda PA,41.765353,-76.440774,01531500
01534000,Tunkhannock Creek near Tunkhannock PA,41.55841,-75.894642,01534000
01536000,Lackawanna River at Old Forge PA,41.359246,-75.744359,01536000
01540500,Susquehanna River at Danville PA,40.958142,-76.619122,01540500
01553500,West Branch Susquehanna River at Lewisburg PA,40.967585,-76.876354,01553500
01558000,Little Juniata River at Spruce Creek PA,40.612567,-78.140565,01558000
01567000,Juniata River at Newport PA,40.478417,-77.129148,01567000
01568000,Sherman Creek at Shermans Dale PA,40.323419,-77.16887,01568000
01573560,Swatara Creek near Hershey PA,40.298424,-76.667747,01573560
01574000,West Conewago Creek near Manchester PA,40.082317,-76.719967,01574000
01576754,Conestoga River at Conestoga PA,39.946489,-76.367739,01576754
01591000,PATUXENT RIVER NEAR UNITY MD,39.23825,-77.055722,01591000
01594000,LITTLE PATUXENT RIVER AT SAVAGE MD,39.134417,-76.816167,01594000
01594440,PATUXENT RIVER NEAR BOWIE MD,38.955917,-76.693694,01594440
01594526,WESTERN BRANCH AT UPPER MARLBORO MD,38.814222,-76.748722,01594526
01608500,SOUTH BRANCH POTOMAC RIVER NEAR SPRINGFIELD WV,39.447039,-78.654182,01608500
01614500,CONOCOCHEAGUE CREEK AT FAIRVIEW MD,39.716389,-77.824778,01614500
01616500,OPEQUON CREEK NEAR MARTINSBURG WV,39.42371,-77.938608,01616500
01621050,MUDDY CREEK AT MOUNT CLINTON VA,38.48679,-78.960307,01621050
01631000,S F SHENANDOAH RIVER AT FRONT ROYAL VA,38.914001,-78.210834,01631000
01632900,SMITH CREEK NEAR NEW MARKET VA,38.69345,-78.642794,01632900
01634000,N F SHENANDOAH RIVER NEAR STRASBURG VA,38.976776,-78.336115,01634000
01636500,SHENANDOAH RIVER AT MILLVILLE WV,39.282046,-77.789161,01636500
01639000,MONOCACY RIVER AT BRIDGEPORT MD,39.678833,-77.2345,01639000
01649500,NORTHEAST BRANCH ANACOSTIA RIVER AT RIVERDALE MD,38.96025,-76.925972,01649500
01651800,WATTS BRANCH AT WASHINGTON DC,38.901111,-76.942194,01651800
01654000,ACCOTINK CREEK NEAR ANNANDALE VA,38.812891,-77.228316,01654000
01667500,RAPIDAN RIVER NEAR CULPEPER VA,38.350408,-77.974997,01667500
01668000,RAPPAHANNOCK RIVER NEAR FREDERICKSBURG VA,38.308462,-77.529153,01668000
01673000,PAMUNKEY RIVER NEAR HANOVER VA,37.767642,-77.332202,01673000
01674500,MATTAPONI RIVER NEAR BEULAHVILLE VA,37.887916,-77.163031,01674500
02035000,JAMES RIVER AT CARTERSVILLE VA,37.67098,-78.085833,02035000
02041650,APPOMATTOX RIVER AT MATOACA VA,37.225151,-77.475263,02041650
02042500,CHICKAHOMINY RIVER NEAR PROVIDENCE FORGE VA,37.436258,-77.060803,02042500
02075500,DAN RIVER AT PACES VA,36.642361,-79.089459,02075500
02083500,TAR RIVER AT TARBORO NC,35.894444,-77.533056,02083500
02084160,CHICOD CR AT SR1760 NEAR SIMPSON NC,35.561667,-77.230833,02084160
0208524090,MOUNTAIN CREEK AT SR1617 NR BAHAMA NC,36.149722,-78.896667,0208524090
02085500,FLAT RIVER AT BAHAMA NC,36.182778,-78.878889,02085500
02086849,ELLERBE CREEK NEAR GORMAN NC,36.059311,-78.832507,02086849
02089500,NEUSE RIVER AT KINSTON NC,35.257778,-77.585556,02089500
02091500,CONTENTNEA CREEK AT HOOKERTON NC,35.428889,-77.5825,02091500
02096846,CANE CREEK NEAR ORANGE GROVE NC,35.987222,-79.206111,02096846
02096960,HAW RIVER NEAR BYNUM NC,35.765278,-79.135833,02096960
02097464,MORGAN CREEK NEAR WHITE CROSS NC,35.923611,-79.115,02097464
02102000,DEEP RIVER AT MONCURE NC,35.626944,-79.116111,02102000
02105769,CAPE FEAR R AT LOCK 1 NR KELLY NC,34.404444,-78.293611,02105769
02116500,YADKIN RIVER AT YADKIN COLLEGE NC,35.856667,-80.386944,02116500
02131000,PEE DEE RIVER AT PEEDEE SC,34.204325,-79.54839,02131000
02136000,BLACK RIVER AT KINGSTREE SC,33.661275,-79.835904,02136000
02198500,SAVANNAH RIVER NEAR CLYO GA,32.528237,-81.268716,02198500
02203000,CANOOCHEE RIVER NEAR CLAXTON GA,32.184914,-81.888726,02203000
02204070,SOUTH RIVER AT KLONDIKE ROAD NEAR LITHONIA GA,33.629832,-84.128528,02204070
02210500,OCMULGEE RIVER NEAR JACKSON GA,33.3079,-83.838236,02210500
