,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,2.35967,0.03518,0.45977,1.74603,-0.11869
1966-01-01,3.29982,0.04745,1.0904,1.88981,-0.27216
1971-01-01,3.65246,0.04193,0.97037,2.08647,-0.55369
1976-01-01,3.95031,0.03438,1.63913,2.33896,0.06215
1981-01-01,4.21054,0.04347,2.4786,2.33129,0.64281
1986-01-01,4.60369,0.04525,2.51959,2.1738,0.13495
1991-01-01,4.81924,0.04683,2.27954,2.7734,0.28053
1996-01-01,5.02475,0.04809,2.59111,3.37891,0.99336
2001-01-01,4.53685,0.04864,2.49934,3.73803,1.74917
2006-01-01,5.33788,0.05135,2.5242,3.66812,0.90579
2011-01-01,5.63294,0.04958,3.17122,3.15185,0.73971
2016-01-01,6.48474,0.05473,4.09364,3.40289,1.06652
2021-01-01,4.86335,0.05344,4.65185,3.48225,3.32418
