,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0019,0.00059,0.0012,0.00153,0.00141
1966-01-01,0.00171,0.00072,0.00212,0.00134,0.00246
1971-01-01,0.00131,0.00069,0.00224,0.00094,0.00256
1976-01-01,0.00161,0.00035,0.0036,0.00093,0.00327
1981-01-01,0.00153,0.00269,0.00263,0.00073,0.00452
1986-01-01,0.00189,0.00284,0.00247,0.00086,0.00428
1991-01-01,0.00132,0.00259,0.00179,0.0005,0.00357
1996-01-01,0.00142,0.00239,0.00098,0.00073,0.00268
2001-01-01,0.00134,0.00166,0.00114,0.00072,0.00217
2006-01-01,0.00141,0.0016,0.00075,0.00058,0.00153
2011-01-01,0.00109,0.00125,0.00116,0.00048,0.0018
2016-01-01,0.00112,0.00127,0.00148,0.00041,0.00204
2021-01-01,0.00195,0.00176,0.00267,0.00072,0.0032
