,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.02124,0.0006,0.00588,0.01657,0.00181
1966-01-01,0.03135,0.00107,0.01368,0.02299,0.00639
1971-01-01,0.11532,0.00104,0.06046,0.09409,0.04027
1976-01-01,0.14071,0.00101,0.05644,0.11353,0.03027
1981-01-01,0.16517,0.00118,0.08046,0.138,0.05447
1986-01-01,0.15717,0.00117,0.09686,0.1282,0.06907
1991-01-01,0.16594,0.00117,0.07448,0.1406,0.05032
1996-01-01,0.18698,0.00123,0.08479,0.15084,0.04988
2001-01-01,0.18397,0.00111,0.06492,0.16495,0.047
2006-01-01,0.18226,0.00102,0.03213,0.16413,0.01501
2011-01-01,0.15035,0.00087,0.04789,0.12012,0.01853
2016-01-01,0.15248,0.00087,0.03827,0.12588,0.01253
2021-01-01,0.15429,0.00087,0.05981,0.14521,0.0516
