,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.40629,0.13626,0.22634,0.34087,0.29718
1966-01-01,0.44107,0.17677,0.42081,0.34611,0.50262
1971-01-01,0.3451,0.16061,0.40238,0.25813,0.47603
1976-01-01,0.38293,0.12016,0.70585,0.26432,0.70739
1981-01-01,0.4434,0.13363,0.58971,0.26587,0.54582
1986-01-01,0.43086,0.12876,0.46929,0.2552,0.42239
1991-01-01,0.40642,0.11825,0.36825,0.27309,0.35318
1996-01-01,0.35381,0.10945,0.22192,0.26044,0.23801
2001-01-01,0.31424,0.09743,0.24418,0.23641,0.26377
2006-01-01,0.39334,0.08979,0.20676,0.2474,0.15061
2011-01-01,0.3252,0.08221,0.31982,0.18618,0.26301
2016-01-01,0.28234,0.08093,0.3717,0.18319,0.35348
2021-01-01,0.0,0.12998,0.0,0.0,0.12998
