,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,6.84391,0.04396,3.62427,6.43754,3.26186
1966-01-01,7.09671,0.05904,5.48633,6.56769,5.01636
1971-01-01,7.15681,0.05621,6.18561,5.90502,4.99003
1976-01-01,6.68134,0.05146,7.07803,5.73071,6.17886
1981-01-01,6.64828,0.05651,7.61312,5.20947,6.23082
1986-01-01,6.29,0.0606,6.81693,4.57676,5.16429
1991-01-01,5.65819,0.06579,4.87138,4.22679,3.50578
1996-01-01,5.50899,0.06836,3.25059,4.22092,2.03088
2001-01-01,5.23824,0.0638,3.69195,4.09312,2.61063
2006-01-01,6.55802,0.06739,2.84387,4.43508,0.78831
2011-01-01,5.91589,0.05982,4.79013,4.48804,3.4221
2016-01-01,6.05153,0.06354,5.88949,3.7291,3.6306
2021-01-01,6.40341,0.0687,5.98874,4.51844,4.17247
