,Crop_and_Pasture_P_Removal [kg ha**-1 yr**-1],Domestic_Waste_P [kg ha**-1 yr**-1],Fertilizer_P [kg ha**-1 yr**-1],Livestock_Manure_P [kg ha**-1 yr**-1],P_Surplus [kg ha**-1 yr**-1]
1961-01-01,0.0,0.00051,0.0,0.0,0.00051
1966-01-01,0.0,0.00065,0.0,0.0,0.00065
1971-01-01,0.0,0.00056,0.0,0.0,0.00056
1976-01-01,0.0,0.00039,0.0,0.0,0.00039
1981-01-01,0.0,0.00074,0.0,0.0,0.00074
1986-01-01,0.0,0.00074,0.0,0.0,0.00074
1991-01-01,0.0,0.00069,0.0,0.0,0.00069
1996-01-01,0.0,0.00064,0.0,0.0,0.00064
2001-01-01,0.0,0.00049,0.0,0.0,0.00049
2006-01-01,0.0,0.00046,0.0,0.0,0.00046
2011-01-01,0.0,0.00039,0.0,0.0,0.00039
2016-01-01,0.0,0.00039,0.0,0.0,0.00039
2021-01-01,5e-05,0.00026,7e-05,3e-05,0.00031
